	g__Acinetobacter	g__Afipia	g__Akkermansia	g__Anaerostipes	g__Bacillus	g__Bacteroides	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Bosea	g__Bradyrhizobium	g__Butyricimonas	g__Caloramator	g__Campylobacter	g__Catenibacterium	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Desulfovibrio	g__Dialister	g__Dorea	g__Enterobacter	g__Enterococcus	g__Eubacterium	g__Faecalibacterium	g__Fusobacterium	g__Haemophilus	g__Jonquetella	g__Lachnobacterium	g__Lachnospira	g__Lactobacillus	g__Megamonas	g__Megasphaera	g__Methylobacterium	g__Micrococcus	g__Mobiluncus	g__Neisseria	g__Odoribacter	g__Oscillospira	g__Paenibacillus	g__Parabacteroides	g__Paraprevotella	g__Peptoniphilus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phyllobacterium	g__Prevotella	g__Propionibacterium	g__Pseudomonas	g__Ralstonia	g__Roseburia	g__Ruminococcus	g__Salmonella	g__Shewanella	g__SMB53	g__Streptococcus	g__Sutterella	g__Veillonella
g__Bradyrhizobium	-0.0651902264336222	0.381320883335263	0.0551977798389547	-0.0872924148302008	0.470932960551809	-0.231516645188388	0.0279556625601725	-0.293856575454817	0.179473757194141	0.125662096999121	1	-0.274826298281209	0.165651882583364	-0.112268927748738	-0.0569656616219335	0.142013750802792	-0.0495578229904996	0.0799600157492195	0.1242172380207	-0.229491688210955	0.114225298583779	-0.125458109067562	-0.0967296901053223	-0.0468239235456515	-0.0571940486751523	-0.330018273181094	-0.09164864593091	0.11181967207976	-0.0695032078311346	-0.0852468540952294	0.0750170013743545	0.0938193389747678	-0.355767789132324	-0.128508123385945	0.447357045450834	-0.0440262998874803	0.0593469600075487	-0.020662654198014	-0.0827376305965837	-0.112274056594198	0.15809127361139	0.0106388923531382	-0.0487157764948882	-0.446152802625339	-0.190080203278272	-0.103830535784568	0.379231677328336	-0.200309836092082	0.477706387317508	0.217487434407401	0.164808820096759	-0.0855850562469411	-0.285027255740022	0.151766111121217	-0.0202984194580174	-0.266879045334965	0.0158274594577647	0.0292264999488332	-0.0613543948087146
g__Butyricimonas	0.1047628538226	-0.144853473260945	0.019910111322519	0.104168539649499	-0.260013519781233	0.313206211420875	-0.140875714958477	0.108379533284124	-0.128252653462131	0.0545968798417092	-0.274826298281209	1	0.0695658127448688	-0.112318778513375	-0.122016194778038	0.135548591189997	-0.0660304534297641	-0.0427300188384472	0.143256989696436	-0.146943263406412	-0.214561991665767	0.0782035233748054	0.140124221006972	-0.0983693788595807	-0.0472594191032379	0.197760661861283	-0.0239754229898558	-0.0535955208287251	0.0927161003317214	-0.116469085101552	-0.0842625932460844	0.0095998178413908	-0.0348761227474136	0.0428957615404356	0.0272683563378349	-0.0465485625711563	0.318690649738722	0.0972159094170812	-0.0230597195959752	0.16586979407083	-0.116032517915717	-0.235316184100328	0.0398510189196112	-0.132682225813409	-0.0392690416779812	0.167085933779499	-0.000217251258532317	0.146450590347093	0.124395191555149	0.118998756962866	0.134000544928237	0.152197531110165	0.179233415821528	0.190001094906254	-0.106452552364676	0.168278811399749	-0.0544680038978131	-0.301064297140556	-0.110195912321641
g__Caloramator	0.332119490024338	0.291776935445235	0.0279315465384696	-0.0920614076395371	0.224987957502582	-0.2380124168349	0.0618078513394587	-0.20381203060831	-0.319171204466961	0.0947719719287238	0.165651882583364	0.0695658127448688	1	-0.179790763285085	0.0444917597565524	-0.236451833979605	-0.298302503258311	-0.142026180855735	0.220823367785038	0.0086168092328764	-0.0828969154564562	-0.0843270296007827	-0.128313213664988	0.161188486906281	0.124863628343457	0.0602761254336728	0.041142377121934	0.00283931214461679	-0.234566691307973	0.0100754023752431	-0.208003468676703	0.276947543304124	-0.058783813105883	-0.269844037863905	0.319389348357357	0.108904943299933	0.0709803610521357	-0.10387600735031	-0.214801978258054	-0.158206942698182	0.0818245550913633	-0.273390103180216	-0.144408753270854	-0.064787409604638	0.276772915256334	0.0874828809154821	0.275174935481996	0.191782130036737	0.599904543589758	0.19867733460871	0.106303181738509	-0.377431878868501	-0.154981188691178	0.32703619542603	-0.0460294631199893	-0.204724059111302	0.0996105895012414	-0.178533884310349	0.0985176506025602
g__Campylobacter	0.111293195865236	0.145230083946469	0.100106578315547	0.0159540054111343	0.157639253631267	-0.0969989105949604	-0.209403443548654	0.317555410663935	0.124224613051047	0.0172288269124098	-0.112268927748738	-0.112318778513375	-0.179790763285085	1	-0.277422308537411	-0.154377295998679	-0.30251011848881	0.0629566485142487	0.333857082626727	-0.000952603639451473	0.226515015949183	-0.188841820268879	-0.174017668292571	-0.192677665855011	-0.345815024307497	-0.210710671878027	0.493097398023573	-0.169555039844707	0.248212893390677	-0.0238489165043417	-0.0888696843848387	-0.363529184077234	0.0278532649444493	-0.129090335357774	0.0740736763764939	0.204077579988996	0.166356810103844	-0.05222415335347	0.00597911627909405	-0.028605553181759	0.218173237701884	-0.0547948690405881	0.069097158098679	0.428970806800576	0.270695366975861	-0.121521975120603	-0.01152278630114	0.298304720739432	-0.0389443009272301	-0.0623489533640735	-0.171961665270364	-0.181038239566904	-0.164425307881162	-0.134149462740541	-0.19198197206657	-0.203197530773409	0.452911495660497	-0.0453021504974209	0.266154513318549
g__Catenibacterium	0.122536310264457	-0.35798610353295	-0.0856398375354068	0.0669364982915704	-0.33450687442977	-0.22898046653522	0.130546255290977	-0.169926041251775	0.0361970849386834	0.128340943853253	-0.0569656616219335	-0.122016194778038	0.0444917597565524	-0.277422308537411	1	-0.0361702386338438	0.0813821107118352	0.0234737972789733	-0.377566569920125	0.412073251771702	0.0591366795782959	0.00861230206790879	-0.105143953961531	0.252744142774045	0.365003279369714	0.081328865256832	-0.187552719606686	-0.0495510318972129	0.00188565242422177	0.435421177581236	0.126691984470072	0.023016374308298	-0.171932449151461	0.429875445537632	-0.193382623664739	0.238013478083576	-0.154752221848844	-0.236135477724795	0.132289209336013	-0.340764511492086	0.172336638847517	-0.010165658537214	-0.199323027240245	-0.243839006080299	-6.60651871174506e-05	0.0662296149159861	-0.0800544304228847	-0.136967975158584	-0.105281916706951	0.0454127959820598	0.120283221793656	0.0959660860800894	0.0859453472877276	-0.139859926884305	0.224055997637353	0.137881564640055	-0.0880037199667358	0.338587468236791	-0.226617720763159
g__Clostridium	-0.357489978110607	0.101467986689308	0.109592265880241	0.197081807501494	-0.107403144073776	0.314025069837875	0.172733502304411	0.155458175830644	0.174924567224355	-0.135783727318156	0.142013750802792	0.135548591189997	-0.236451833979605	-0.154377295998679	-0.0361702386338438	1	0.176311178744353	0.105808319929603	0.0884156725474554	-0.120121750674275	-0.185060318979602	0.288716821279685	0.046871370257142	-0.0123123948604695	0.0311729214193803	0.439697035013961	-0.201917247464024	0.20339621117725	0.139417290710407	-0.0276721711703195	0.14340577713613	-0.0447407273761245	-0.214787774225027	0.0956189566383004	-0.131703501427299	-0.551305653589811	-0.24190434232826	0.151586045511005	0.156259639193402	0.406663789291966	0.00311911667367103	0.433518916722517	0.124253711676793	-0.00476588301826094	-0.360247590933436	0.23113707121044	-0.194223374365246	-0.133456605825906	-0.125265398282339	-0.0641322339546629	0.189616009898222	0.314138330740646	-0.00273952374097409	0.0195284207464444	0.13153814343987	0.157771006060336	-0.344524800325365	0.112967255363769	0.0136176088033324
g__Collinsella	-0.101533807486831	-0.127113713855069	-0.0811993699026163	0.179858512099028	-0.0769029895655765	0.222638337258947	0.293091625791476	-0.0445457121038309	0.333700241602982	-0.155509171518421	-0.0495578229904996	-0.0660304534297641	-0.298302503258311	-0.30251011848881	0.0813821107118352	0.176311178744353	1	0.320677533991174	-0.366301005418189	0.0824881318087244	0.111985326643363	0.318887783003335	0.0376267964536336	-0.0336524112715235	0.120717478561507	0.304938619481479	-0.15227247883556	0.207687668711503	0.00533766829094344	0.257056350280553	0.444632090814338	0.073616951880724	0.242733183426251	0.152105886548568	-0.199600552594546	-0.0788728495277664	-0.193717921415091	0.00221944542513523	0.13300377307776	0.270226152991809	-0.339265842176987	0.137414005985407	0.00510416447226175	-0.0550874847132201	-0.0411639219110053	0.00886295581365413	-0.329701263867878	-0.20755938528209	-0.37600841299647	-0.317369317973975	0.106808655236231	0.381801353641488	0.286488340406339	-0.20766123961981	0.279787986505657	0.247279756732075	-0.116475997837808	0.34279151102321	-0.336467239691203
g__Coprococcus	0.0437099664976638	-0.0737965747204579	0.0537072532188088	0.310695677861258	0.0343841188637873	-0.0329740550827634	-0.00877306841172347	-0.167673857698946	0.623163064856644	0.0545655460926125	0.0799600157492195	-0.0427300188384472	-0.142026180855735	0.0629566485142487	0.0234737972789733	0.105808319929603	0.320677533991174	1	-0.181242885670576	0.0548099566517835	0.195042076922032	0.19681686034259	-0.183939271328019	-0.106659339606012	-0.0075760004956786	-0.0150536167931306	-0.269412708551331	0.175150975851472	0.0373618059665268	0.0544644993966543	0.223062224270683	0.0339756076507137	-0.0168678725143102	-0.0234752787417499	-0.0168894115654795	0.0190285310576399	-0.161508999294318	-0.0241500107599011	-0.015516816476675	0.145548786445741	0.0336991704155967	0.157852493213863	-0.0355881737725137	-0.10331641077531	-0.252065820934571	0.0715467197244431	-0.194567526203904	0.0532707777699584	-0.0186459691441622	-0.456026388283161	0.124098095216977	0.0260166639977134	-0.0776925486022273	-0.292481064418842	0.072198952608861	0.254107178752983	0.183137709708352	-0.0965123330658973	-0.0539257394265323
g__Corynebacterium	0.0378628368739825	0.374088906418673	0.137827757637712	-0.04240618261963	0.256465701967171	-0.0671700875908535	-0.242274962091444	-0.0921803392120662	-0.129106793693211	-0.0960561842839604	0.1242172380207	0.143256989696436	0.220823367785038	0.333857082626727	-0.377566569920125	0.0884156725474554	-0.366301005418189	-0.181242885670576	1	-0.0998937810657896	0.0301541192257416	-0.132492093982962	0.136406149958647	-0.294322389298184	-0.499829741541465	0.109124980562431	0.230007123705939	-0.02529293203315	0.301973543135307	-0.227274336875472	-0.414545957837492	-0.0825643414978217	0.0285556692733188	-0.274378511343071	0.199348042166866	-0.0804081906290157	0.0742945550290516	0.154222483819622	-0.246401143806156	0.245576017478552	-0.110195394832927	-0.27486298759054	0.0820773847447872	0.0520370528876031	0.221538641575401	0.100755601525107	0.209943572627143	0.271011466095956	0.269980741168715	0.113301338656261	-0.168293606410138	-0.157456728615705	-0.118553239422904	0.439031182025584	-0.119965051582599	-0.166290504651888	0.209239125856796	-0.0965052396347185	0.273874984700817
g__Desulfovibrio	-0.126514944546915	-0.249525774049617	0.0870215795919185	-0.143761297511678	-0.0214249813388543	0.178358398789719	0.125539455734101	-0.0472588188493052	-0.00308125450368271	-0.050952611023475	-0.229491688210955	-0.146943263406412	0.0086168092328764	-0.000952603639451473	0.412073251771702	-0.120121750674275	0.0824881318087244	0.0548099566517835	-0.0998937810657896	1	0.142069919493109	0.141045021191506	0.198816485181689	0.0241428998400015	0.46065095800427	0.0541235227477232	0.181823848323695	-0.221161727370095	-0.192655857969315	0.230058101918548	-0.061597150058868	-0.199650422517045	0.220652453624205	0.0490670468545324	-0.0558687670170645	0.213963949817523	-0.222753342407403	-0.267880552624055	0.00876628381043423	-0.113174722528076	0.0305628880825399	0.0357003275383409	-0.0985893869254206	0.0480590618288954	0.192278386941918	-0.130305032987496	-0.182485506348039	0.0421606932738656	-0.124536798405932	-0.10479550372321	-0.0273755283757274	0.0028353045659462	0.0349601273200708	0.136165270269844	-0.019960060017189	-0.0773464199871872	-0.062359637114732	0.386279148533606	-0.206434814890304
g__Dialister	0.0807396313521146	0.0152613832378509	-0.102953477948636	-0.082480783684975	0.268322129051097	-0.143581690498522	-0.00744867174150585	-0.0438120250657972	0.450536790366438	0.32938326572038	0.114225298583779	-0.214561991665767	-0.0828969154564562	0.226515015949183	0.0591366795782959	-0.185060318979602	0.111985326643363	0.195042076922032	0.0301541192257416	0.142069919493109	1	0.039427232421764	-0.144720293800394	0.10626350186806	-0.0120004526061188	-0.18464990553829	0.181920648865885	-0.281691762775295	0.0507139200150672	-0.0152426330857697	-0.0371259473393953	-0.442994470239699	0.0931879066110714	0.0958043686499593	0.0236451476438387	0.215973174946978	-0.00211380199875272	-0.340552013444086	0.0320154835046405	-0.120689002336954	0.00679821154018929	0.144531310789492	-0.02664627144485	-0.143413625529163	0.110127065885393	-0.300800551714344	0.206314535985141	0.0843304442472136	-0.0104542986356487	-0.476195515255921	-0.16411055366929	0.235130389239395	0.131849911658846	-0.00363971777390446	-0.0414123539501925	0.116539422449967	-0.136922337356214	0.313608900157969	-0.143406256425499
g__Dorea	0.0738999193467026	-0.184447550956933	-0.342976310540158	-0.0852988479026072	-0.0221321225967924	0.297895690675602	0.0939193431569711	0.0115917258137832	0.293126710844212	-0.115756300412001	-0.125458109067562	0.0782035233748054	-0.0843270296007827	-0.188841820268879	0.00861230206790879	0.288716821279685	0.318887783003335	0.19681686034259	-0.132492093982962	0.141045021191506	0.039427232421764	1	-0.0408190199783313	-0.0928067743264017	0.227157008232076	-0.000396850438844729	-0.236805478841509	0.0645200205193862	0.0503009328801997	0.0416171878448166	0.273641323082735	-0.0356020278903209	0.0871374893854175	0.0391972936952357	-0.0122097537707904	-0.172737864907087	-0.160823723826878	0.0687271571635245	-0.0575793703839858	0.0994375790705677	-0.0712913349625953	0.4915243154945	0.0116904540785526	0.0134896361127137	-0.129895759403028	-0.0384717663817081	-0.0235083924756501	0.0516793877684738	-0.0779063722910331	-0.239868563703363	0.163164850985678	0.326312481160486	-0.0406490132350487	0.0956321689674064	0.0472657516253994	0.155038429563893	-0.0825078368772696	0.047210417032704	-0.262937095827309
g__Enterobacter	-0.124288388795877	-0.0480155124025246	0.24981190809855	0.0469899352890097	-0.113363461783788	0.370154953014157	-0.0751675755223592	0.253245347796027	-0.340151189447857	-0.206819049986323	-0.0967296901053223	0.140124221006972	-0.128313213664988	-0.174017668292571	-0.105143953961531	0.046871370257142	0.0376267964536336	-0.183939271328019	0.136406149958647	0.198816485181689	-0.144720293800394	-0.0408190199783313	1	0.125705770411357	0.154519403587273	0.176375520759691	0.059790666262675	0.12488438026369	0.107942825111367	-0.0625713239545918	-0.162770221779981	-0.00568957368624728	0.198090372308094	0.0142576237460217	-0.159580031684109	-0.0515685230118499	0.217493720038264	-0.0842973131059205	-0.118617523071764	0.0476488560109258	-0.107558990049654	-0.0628693173956587	0.258863040642308	-0.0743008453279541	-0.045958614396182	-0.0540456581369001	0.0899124903615743	-0.066849834154378	-0.128363591614991	0.24771127316283	0.0674872987504521	0.0441365339176898	0.542656514277817	0.421610350296206	-0.0490753611472073	0.126864636799155	-0.279829068370724	-0.0947468458255635	-0.102978744205728
