	g__Bacteroides	g__Parabacteroides	g__Odoribacter	g__Sutterella	g__Oscillospira	g__Fusobacterium	g__Ruminococcus	g__Blautia	g__Bifidobacterium	g__Bilophila	g__Faecalibacterium	g__Prevotella	g__Coprococcus	g__Akkermansia	g__Butyricimonas	g__Haemophilus	g__Pseudomonas	g__Dorea	g__Paraprevotella	g__Streptococcus	g__Roseburia	g__Delftia	g__Elizabethkingia	g__Lachnospira	g__Eggerthella	g__Escherichia	g__Propionibacterium	g__Corynebacterium	g__Veillonella	g__Campylobacter	g__Staphylococcus	g__Eubacterium	g__Desulfovibrio	g__Actinobacillus	g__Alistipes	g__Neisseria	g__Micrococcus	g__Holdemania	g__Collinsella	g__Dialister	g__Rothia	g__Chryseobacterium	g__Pedobacter	g__Enterococcus	g__Mycobacterium	g__Enterobacter	g__Anaerostipes	g__Herbaspirillum	g__Acinetobacter	g__Cloacibacterium	g__Aerococcus	g__Sphingomonas	g__Agrobacterium	g__Facklamia	g__Clostridium	g__Trabulsiella	g__Lactobacillus	g__Actinomyces	g__Nitrospira	g__Comamonas	g__Oxalobacter	g__Frondihabitans	g__Enhydrobacter	g__Devosia	g__Epulopiscium	g__Gemella	g__Variovorax	g__Methylobacterium	g__Microbacterium	g__Stenotrophomonas	g__Brevundimonas	g__Gluconacetobacter	g__Anaerococcus	g__Actinotalea	g__Leptotrichia	g__Phycicoccus
g__Faecalibacterium	0.0798070484500531	-0.262218721615007	0.464120897976844	0.835123933487023	0.115638432015264	-0.34393621578921	0.701688491431403	0.687559773934888	0.493714622937673	-0.371579296326715	1	-0.242926042502991	0.940538072788903	0.00542262506046999	0.313945695083128	0.177888783909803	-0.597921567944054	0.829322344370641	-0.115986799978995	0.0347654875629267	0.341537484808674	-0.696266960678545	-0.629463039435295	0.0330656839408273	0.204148905399412	-0.397723131543296	0.258826938346774	-0.436055611677237	0.267175572672697	0.548697609576471	-0.239077512492719	0.164961902183834	-0.104132183917267	0.370237692595467	0.479973588938246	-0.0531921564179083	-0.437519185985367	0.729343408509497	0.0715489164078532	-0.28975441935195	0.0188318424211846	-0.556652916561492	-0.528836606899407	-0.250815248847086	-0.224928108325357	-0.541390406347223	-0.0451527910019082	0.0802989644044196	-0.139704109005004	0.0653168413105821	0.134516197194145	0.242973178848733	-0.111156073016703	0.240125413860322	0.379652992626687	0.0875647281291617	-0.171256321728157	-0.274283995734325	0.211860887514132	0.257431315516112	-0.0412925303522092	-0.102541520164545	-0.0460741295996269	-0.51574561055609	0.181793435889424	-0.0221223007178929	-0.328849893243433	-0.296887462951273	0.0555600711897082	-0.530487572504712	0.367425238963628	-0.260261314708678	-0.18609402791303	-0.158870731962582	0.31194967235404	0.00399125498292854
g__Prevotella	0.438490143086622	0.0927019219678874	-0.375054003968915	0.129151848729161	-0.408561317400939	0.703201083768116	-0.49038257988477	-0.672623739213659	-0.408376217624313	0.504586941462346	-0.242926042502991	1	-0.308899417111689	0.518750453055171	0.593445680419118	0.0843649958287239	0.0746859706109944	-0.216195794047352	0.354478676308163	-0.422626928341116	-0.498736729405766	0.0128183132152346	-0.157195373258095	-0.500006748839441	-0.612081395383559	-0.0988868056372733	-0.316402992050956	0.387463408856302	0.051653606151033	-0.25720506035769	0.0214072833906062	0.239459538098753	0.883211580919105	-0.0561588556332119	0.218009385716484	0.0587018882442107	0.0102260578202202	-0.226786055663838	-0.0699307119242363	-0.356840095797461	0.00995037820336791	0.00317769433317296	-0.0792306184214607	0.0574787786173643	0.309244901600867	0.0300874658619855	-0.364388702318055	0.126958755794969	0.261698550232926	-0.276973875986153	-0.040713284530733	-0.0335027107396677	0.135264460364724	0.0281662524023665	-0.166248356342732	-0.0611828443129216	-0.110625329493248	0.0317806490886877	0.153504066376804	0.197538110560583	-0.343763719842567	0.497760142246138	-0.364235888515843	-0.101747917347323	-0.160375710776753	0.114740778679099	0.180799639898666	0.191606964686335	0.258766869856445	0.338668502210987	-0.122616133759626	0.412744186911844	0.133544412342867	-0.00196928438228033	-0.233967377137492	0.392882554619265
g__Coprococcus	0.0927273163377266	-0.168772183102839	0.381830882110618	0.696770715840724	0.122305059290545	-0.269345867548664	0.801466351069611	0.692364290386463	0.54669104319267	-0.334825219430836	0.940538072788903	-0.308899417111689	1	0.176592794128998	0.233996110485481	0.160618075880334	-0.710574119962978	0.931955222134769	0.00229579601999251	0.0406611431631943	0.225200765739122	-0.716962020898353	-0.48814431213825	0.244189497021513	0.446417140901949	-0.311355034361448	0.162614145893582	-0.589692261207144	0.215267427927593	0.433847612207902	-0.39821299798166	0.333529196432482	-0.0648262943303173	0.145217380180891	0.250932157602391	-0.114009331228566	-0.423665152715388	0.761479428148258	-0.0178248256627513	-0.161177370562759	-0.0928645081709869	-0.469793167219952	-0.415596452632803	-0.165140510371864	-0.283080774384245	-0.553142168821686	-0.013021331709087	-0.0416900569307922	-0.259986312615021	0.0302588889867027	-0.108009375742533	0.0380170892902788	-0.0531240861274507	0.0529904713452407	0.572582956768622	0.0075904592752859	-0.322868369110082	-0.282396738341719	0.125493245039206	0.156220615535632	-0.0481171621921481	-0.266751101211095	0.0995438291940276	-0.456777533941553	0.210321451691676	0.160695833833422	-0.196679996303948	-0.281391258758524	0.126074014294585	-0.325219318298234	0.164281374360472	-0.0794717978227157	-0.0173712183338396	-0.16131127113536	0.263027975169259	0.107835683227643
g__Akkermansia	0.301162441949068	0.449136873611952	-0.250671812186675	0.195486158047154	-0.000971901639380369	0.542530448243027	0.170460577086806	-0.253470969695276	0.18103999153619	0.647613557393146	0.00542262506046999	0.518750453055171	0.176592794128998	1	0.325381709448067	0.0885771137560159	-0.400007089947286	0.25105299387346	0.258141129042061	-0.313339410981886	-0.543010160782132	-0.199916225198866	-0.223492083501916	0.285556611885457	0.176370906280957	0.0261525626669238	-0.483662584873302	-0.260136481745557	-0.00524970935921899	-0.359280856965779	-0.357972198923285	0.857804109131288	0.693289602519976	-0.100404151008232	-0.0423364860889652	-0.220377370780054	-0.251634562204268	0.185618099684379	-0.324937040207687	-0.435339245349824	-0.0595635625604488	0.0114211018718474	-0.132846219279518	0.0100031374955137	0.0442042171279757	-0.183489249157241	-0.0321172786427672	-0.18664265249318	0.289192863979801	-0.366929697840163	-0.325820761461482	-0.548846035500948	0.368942283545394	-0.150200609540184	0.457944856520662	-0.360663509140077	-0.545294116992672	-0.268338987435848	0.158956017801398	-0.213168821267782	-0.0776925474826535	0.225804874593736	-0.0463568411589416	-0.320638534503409	0.292059167527942	0.0433718721171187	0.265313410372388	-0.120181073757683	0.235772023588997	0.35043380889956	-0.180774116665906	0.411486474894847	0.230689347356129	-0.142491536392294	-0.232497513924223	0.271639680074578
g__Butyricimonas	0.327483841483326	-0.152501449087473	0.238511514326321	0.583502006006175	0.0185861122527965	0.088577504129884	-0.10983461942961	-0.0189651990867763	-0.0671981711714167	0.213153671804944	0.313945695083128	0.593445680419118	0.233996110485481	0.325381709448067	1	-0.292965764545782	-0.308158151220307	0.278098787454722	0.516623769541878	-0.619410077779398	-0.0818947760625607	-0.340149501856892	-0.264665175240496	-0.125215030525381	-0.344137510553675	-0.552288503332684	-0.23130087150854	-0.124719386555798	-0.179652418508896	-0.137932757431325	-0.498752707603447	0.204865062793654	0.613146403036416	-0.110531802194061	0.436792805325773	-0.288533116192487	0.0645588832110212	0.258802015009724	0.228161104495	-0.231479001327322	-0.344818751159922	-0.163066546729779	-0.166199169894832	-0.245127294361996	-0.284335356762045	-0.142226230591125	-0.0708426951795053	-0.218551797072959	0.0640549989342572	-0.238754743754739	-0.170531494472882	-0.0198614512199102	-0.113877138670103	-0.132931431450706	0.26968926308916	-0.208638830585249	-0.276347107033199	-0.0141391258610454	-0.156508530157059	0.27845823586332	-0.032940924452126	-0.111480365523893	0.140820076144481	-0.168890764593289	-0.000878084636904077	0.289044054725255	0.161872179748936	-0.0342978389346679	0.578301073703075	-0.0162922770369904	-0.0818555825958831	0.185997792934604	-0.00834418625885635	0.103455590950549	0.042497136763216	0.185834132826522
g__Haemophilus	0.188649669364409	-0.351487186439214	-0.633611766775214	0.0678704988404451	-0.531671650856515	0.533092145117166	0.429682175762764	-0.193331655661	0.208334656673862	-0.351036364841702	0.177888783909803	0.0843649958287239	0.160618075880334	0.0885771137560159	-0.292965764545782	1	-0.187498412596584	0.198438947180324	-0.470676201757346	0.567424313339645	0.119786255914461	-0.366350230194571	-0.436469298582933	-0.356258580822023	-0.00381540312928817	0.329903901560541	0.00693874393390214	0.14643343409239	0.862863029953973	0.660272049428071	0.563775228431595	0.178180997736284	0.0320497805726118	0.43060231863499	-0.0900101029364525	0.541728480655757	-0.420231616813459	-0.178835759833212	-0.672744105096117	-0.101416768777608	0.471305884550287	-0.481502980411272	-0.507043460786841	-0.0551219931356476	0.516311534887901	-0.0590800325156817	-0.425345218543974	0.372111032808983	0.101191420592567	0.195964567254301	0.0363787236031199	0.30378794207063	0.464751781094753	0.277842806206146	-0.412726394366507	0.669677817281623	0.300368308863242	-0.029053696905987	0.524490771844603	0.0494845330130853	-0.438024787200631	0.412332369802881	-0.659202656915828	-0.249597449543628	-0.113613167866346	-0.181386942608892	-0.373951585573454	0.143213763292864	-0.550253479333895	-0.183791250121587	0.108418076197496	-0.0854806879699664	0.195225476321955	-0.224924253466143	0.082052149464478	0.421713543083689
g__Pseudomonas	-0.650170126694172	-0.0989840421870403	0.0532281501701007	-0.422139659350703	0.0023531335559222	-0.147615450112526	-0.763349395634165	-0.194896383192064	-0.301548173537544	-0.069812013983084	-0.597921567944054	0.0746859706109944	-0.710574119962978	-0.400007089947286	-0.308158151220307	-0.187498412596584	1	-0.751735643712323	-0.0316375843196096	0.348602530479355	0.134713265453151	0.847485108561872	0.596068355827851	-0.136966738519415	-0.351800345439928	-0.048852873866472	0.38641531531443	0.791552870310679	-0.28087889953188	-0.327798580337942	0.586472788306695	-0.498600739803648	-0.272999723542944	0.12610495550956	0.101510082279485	0.204720672563736	0.149250295208124	-0.45986506977436	0.457467630442716	0.217651735625185	0.27378858286685	0.501169016853387	0.538397958848164	0.441088686587594	0.379431285340294	0.326268242373124	0.083166302492746	0.366487580143893	0.0573722372716262	0.294026086366093	0.383087826595375	0.153202753325399	-0.386249216674581	0.286355937285277	-0.529137815450561	0.0764309465520916	0.475193683234153	0.20879869967663	0.124833764001951	0.179210210801619	0.0489354005655415	0.263878144195751	-0.0692672010465565	0.4613116905027	-0.442254649463326	-0.10234820101395	0.167311897927578	-0.0646689784019179	-0.0704365262914246	0.096409985030677	0.14850059066263	-0.0553819646505656	-0.0984025799123771	0.0996999803629584	-0.434732482099523	-0.265757069430526
g__Dorea	0.118064795319956	-0.225433311786321	0.264738767275281	0.688046308916902	-0.0819832776664562	-0.127297311912294	0.72436080854974	0.489179730028701	0.551846231648642	-0.420283103820107	0.829322344370641	-0.216195794047352	0.931955222134769	0.25105299387346	0.278098787454722	0.198438947180324	-0.751735643712323	1	0.214612754442386	0.0500383276168792	0.174032154272271	-0.785704860177579	-0.558223436160852	0.201576220524786	0.368252373359686	-0.315340525199573	-0.0302203796528407	-0.511477567140525	0.241798195083042	0.458274271062238	-0.453830032109498	0.334238597085757	0.0015177099772554	0.161924193661895	0.140037422508676	0.113280264500634	-0.392014564390503	0.777371650493047	-0.191065686947629	-0.0774246899841061	-0.202015459292671	-0.538356990061791	-0.499713873438093	-0.060957497970486	-0.120944870894895	-0.656567137870073	-0.223515744837703	-0.0308920317009132	-0.407080153574043	0.168484034955515	-0.280272439709473	-0.0516973652782591	0.00170068161753528	-0.0411348695344898	0.490406706867316	-0.00891958242709687	-0.44801124282922	-0.391835326819967	0.0365950222073639	0.275097908586968	-0.234232237695837	-0.269428041694442	0.0632492420608248	-0.496357721351686	0.161619730684645	0.390818883559256	-0.126031091530361	-0.270723931784471	0.245968928887276	-0.210700487889727	0.125347701272876	0.0531350771759121	0.108532865683142	-0.360703209373393	0.21631769344805	0.128681010312975
g__Paraprevotella	0.294206665811109	0.212686156562222	0.218920790332587	0.18138461831222	-0.169834256624077	0.0279189321789256	-0.385460443214202	-0.259762699524194	-0.191555468048292	0.157866525257769	-0.115986799978995	0.354478676308163	0.00229579601999251	0.258141129042061	0.516623769541878	-0.470676201757346	-0.0316375843196096	0.214612754442386	1	-0.373043020686928	-0.317794063189546	0.0524128067582035	0.0980368986488356	-0.0301944871261519	-0.239936720128075	-0.254329890767146	-0.221984695736195	0.151069676815509	-0.487791233900542	-0.283129507420895	-0.4905818742229	-0.0211663526521858	0.392515766268637	-0.281194417101657	-0.0634360569015791	0.103744932726441	0.230352585763724	0.347954431977574	0.306404887959351	0.151133540644005	-0.575041380568622	0.16214477810172	0.182787407244688	0.439918591487726	0.0433762992100067	-0.29236427926704	-0.262848104454236	-0.036713077631471	-0.520098649555029	0.206298990936352	-0.220578945430172	-0.289497029774454	-0.260097705214439	-0.185086397229675	0.270207946673323	-0.436919112392446	-0.556172690632603	-0.304177136419526	-0.383127529934857	0.341720592231465	-0.254765122557347	-0.149369730908711	0.401324067473268	0.0705455041877932	-0.147990463835353	0.723625303391648	0.565531991029928	-0.0830562468806579	0.812912550278975	0.522389758770937	-0.209343184443877	0.551185389373219	0.350962033664891	-0.036298036855079	-0.112519786071445	0.0101342021403029
g__Streptococcus	-0.788819146976418	-0.507526214753844	-0.204527297197162	-0.135204332520748	-0.275630703939546	-0.152695538212289	0.205410466068757	0.23408538436047	0.396155936354664	-0.753704915971844	0.0347654875629267	-0.422626928341116	0.0406611431631943	-0.313339410981886	-0.619410077779398	0.567424313339645	0.348602530479355	0.0500383276168792	-0.373043020686928	1	0.481819163172821	0.0505196901316293	0.0803995763963574	0.0481880560204008	0.21787400533178	-0.0209627693920307	0.502755740279774	0.361233279087378	0.342488010443628	0.39825470952244	0.665399540436584	-0.208673951102	-0.581302419857603	0.440495670205489	-0.0562092297241154	0.472842275077587	-0.476150567975741	-0.0483275496690137	-0.146198386328952	0.227540461729349	0.426077109659711	-0.158687831932353	-0.100250383156162	0.339173724701467	0.429098987525759	-0.171069859906951	-0.149323045973702	0.485337908263414	-0.196015194364586	0.555782861145096	0.246534104684684	0.242092154832983	-0.188200861656749	0.280456853089113	-0.418453045094975	0.432052075611926	0.403897377886318	-0.106840697241682	0.433218540092548	0.184903855453437	-0.247253775092852	0.049154739722804	-0.316491900035331	-0.0683580868407845	-0.474191178538159	-0.0942837289813419	-0.265094853170221	-0.113924664540669	-0.465001095467143	-0.219696039315722	0.265443299196721	-0.278812794433879	0.0186150371342136	-0.297509462669228	-0.310763516251926	-0.047199627633488
g__Roseburia	-0.563392667065787	-0.729123045189989	0.295340340338832	0.312520036981293	0.352237732951657	-0.516470609397966	0.370744357401669	0.559350457574527	0.622388875709136	-0.673753475429403	0.341537484808674	-0.498736729405766	0.225200765739122	-0.543010160782132	-0.0818947760625607	0.119786255914461	0.134713265453151	0.174032154272271	-0.317794063189546	0.481819163172821	1	-0.230959291541803	-0.0544727667438068	0.186101735857656	0.178571243272223	-0.387811630162298	0.227607534790951	0.0259539407508503	0.160271708648916	0.411174547547453	0.2576490098413	-0.221803168386084	-0.600959183048291	0.366685772104517	0.374386466539416	0.170265641306852	-0.00996097570791197	-0.012771912038301	-0.0377256472367637	0.350157165197331	0.201696527830469	-0.249767638457991	-0.177454563410543	-0.334799049342262	-0.250285796731016	0.160169895091738	0.322495346227513	-0.00471915557402417	0.1683661309642	0.174526932385945	0.28798535648471	0.463622065176024	-0.11925974738752	0.154804899964651	-0.187627466083739	0.352780437182458	0.449661029696127	0.210086182139789	-0.117433554977511	0.205495702493192	0.245054917172993	-0.37439872966122	0.0561474040534806	0.0173834593610296	-0.00911192848621463	-0.0900783971339044	-0.559278482088637	0.131234648988979	-0.187932541368653	-0.705787225305247	0.255536889585809	-0.73542571464068	-0.415869127623216	-0.0105170750253335	0.0673623659420529	-0.235292328441213
g__Delftia	-0.24472045485489	0.486901891440997	0.0923123841218722	-0.588200378906469	0.188260002815023	-0.0974673991578932	-0.702939619433403	-0.254655650108951	-0.460069389319799	0.398642314678089	-0.696266960678545	0.0128183132152346	-0.716962020898353	-0.199916225198866	-0.340149501856892	-0.366350230194571	0.847485108561872	-0.785704860177579	0.0524128067582035	0.0505196901316293	-0.230959291541803	1	0.683466804615614	0.0314901719970061	-0.163078468848961	0.252527497523696	0.257122614755351	0.50995443100121	-0.452258979877715	-0.563567460303555	0.323007060728868	-0.340246603127828	-0.0903032506296729	-0.109329546747174	-0.141565680001366	-0.0661384114115454	0.330272554765806	-0.400034294420846	0.492742838337605	0.0971904484049919	0.116533702424339	0.709177866914874	0.686641743430129	0.415921747608042	0.232350224088741	0.38231991782763	0.262438901533113	0.173341617720959	0.101603871319523	0.0424255084540751	0.244769278098208	-0.120128389263252	-0.239564935614298	0.0974394670594682	-0.250893905368272	-0.212198765035277	0.242441597523546	0.157217454938163	-0.0537579490063258	-0.113382210881729	0.256145974662012	0.224926857138216	0.140440325776506	0.484464945259984	-0.116984224407089	-0.208159902178286	0.366380774496376	-0.0234281217038253	-0.0585417291076466	0.417239551539124	0.0254680023296848	0.132386070747957	-0.040896782101998	0.250646796454288	-0.323283145970893	-0.315042447534063
g__Elizabethkingia	-0.0762098760861948	0.220442112270968	-0.0830656190012573	-0.743089928867243	0.307356853483795	-0.0514232459022662	-0.294948699220123	0.00912343816787911	-0.364709750745791	0.244690109225562	-0.629463039435295	-0.157195373258095	-0.48814431213825	-0.223492083501916	-0.264665175240496	-0.436469298582933	0.596068355827851	-0.558223436160852	0.0980368986488356	0.0803995763963574	-0.0544727667438068	0.683466804615614	1	0.231169709898826	0.27502224019514	0.279990303468956	0.284668837376444	0.10334022904608	-0.375480563741126	-0.513528786698073	0.0518635980086848	-0.209390364999117	-0.162843313264764	-0.568593991300299	-0.440422365055822	-0.325116821414124	0.470592567135747	-0.47940948516697	0.373793608756102	0.546970756798617	-0.0570971871994678	0.850266929157014	0.901627158493573	0.205047044700967	-0.220089187079234	0.541648729771546	0.400447873004511	-0.241503750735415	0.0288613606777906	-0.163578817170623	-0.115752472508817	-0.149630750256186	-0.113240587073766	-0.413805977893681	0.0144906565113524	-0.104912124436725	0.320257966983592	0.626047410656322	-0.279232791707696	-0.383240510168222	0.418855382574028	-0.283184584037153	0.47842624453821	0.828910159516896	-0.133827108138994	0.0693111958206717	0.504367129026054	0.248496399681169	0.143364184581379	0.357691125333342	-0.379790642757502	0.306339501489828	0.289053116513711	0.383140982986537	-0.153430736852674	0.0083449745056129
g__Lachnospira	-0.371708188896519	0.290931211789638	0.385980947030083	-0.0465140803222068	0.724704701337944	-0.358930333620117	0.413986632478283	0.472508939513498	0.569688929954575	0.187102224431842	0.0330656839408273	-0.500006748839441	0.244189497021513	0.285556611885457	-0.125215030525381	-0.356258580822023	-0.136966738519415	0.201576220524786	-0.0301944871261519	0.0481880560204008	0.186101735857656	0.0314901719970061	0.231169709898826	1	0.755173716282113	-0.0733884209522956	-0.174196274618334	-0.56287094136192	-0.371897089616415	-0.360252978975099	-0.370450975244818	0.431089438767668	-0.278438589030549	-0.179343267915895	-0.07252924840009	-0.4295302247085	0.107187969546531	0.28159040260974	0.00929646345842211	0.200613349446305	-0.188183738856825	0.238623204491729	0.288704590507812	-0.0699526538054655	-0.523829597392035	0.0655455815518712	0.611681830442221	-0.455836542546902	0.170314360441169	-0.206059042593335	-0.225490108935516	-0.473087968650566	0.115650174844264	-0.214308496641626	0.58631037381675	-0.450255519778258	-0.378314332814154	-0.0676128227930167	-0.255956370927635	-0.326446841903461	0.504709968585448	-0.42756238525816	0.55036429981399	0.0841791354151019	0.426206993941839	-0.0216948391669533	0.058330046223254	-0.068404450254902	0.111484234496032	0.0550061720103911	-0.0653935595832582	-0.144660983539699	-0.211273202016489	0.0546264530269032	-0.140900629846054	-0.296090609045221
g__Eggerthella	-0.140040507553076	0.127278849084274	0.0687547986323157	-0.217168055869892	0.501136198362091	-0.202754105529214	0.724045036870046	0.582553722030773	0.493464388667251	-0.0143503294645759	0.204148905399412	-0.612081395383559	0.446417140901949	0.176370906280957	-0.344137510553675	-0.00381540312928817	-0.351800345439928	0.368252373359686	-0.239936720128075	0.21787400533178	0.178571243272223	-0.163078468848961	0.27502224019514	0.755173716282113	1	0.174781348484323	-0.0376879783788669	-0.72690871463967	-0.024439389134405	-0.028197623167719	-0.289214279012222	0.384484916465381	-0.366927145627216	-0.311469591161635	-0.400887795115726	-0.391084164328984	0.035116459787566	0.139084854556872	-0.206982667799015	0.362268445621633	-0.14165374329926	0.17775216375861	0.283238740424664	-0.198479079460112	-0.477202595063022	0.0786838983172558	0.482934833432914	-0.516690011031717	0.0420058589619859	-0.27258997503199	-0.331940950266875	-0.300634262404609	0.231807653950596	-0.417526053032531	0.596103423846335	-0.152033127959417	-0.133570517824633	0.142452318920281	-0.172604664117811	-0.571160680558374	0.454355408970506	-0.574175347966735	0.452552270998282	0.191332940021511	0.341904539822532	-0.04077592917591	0.0150724656580921	0.0332660515837552	-0.0538869824708754	-0.0377063218265824	-0.241790687803398	-0.0196100573990876	0.0765004234641415	0.116328668947468	0.100368351332069	0.00788431959857521
g__Escherichia	0.595873684245181	0.525192065001582	-0.422222948025452	-0.723258106084038	-0.045199573428345	0.484624457583857	0.0434977045320439	-0.399679368957042	-0.420328252627245	0.310290759345722	-0.397723131543296	-0.0988868056372733	-0.311355034361448	0.0261525626669238	-0.552288503332684	0.329903901560541	-0.048852873866472	-0.315340525199573	-0.254329890767146	-0.0209627693920307	-0.387811630162298	0.252527497523696	0.279990303468956	-0.0733884209522956	0.174781348484323	1	-0.278680904303041	-0.178216708832085	0.311918190519665	0.101687443597525	0.154766427933896	0.0730657434232922	-0.00210955280674727	-0.298563762355655	-0.746618359241115	0.112730907254022	0.411577574054321	-0.403586861848649	-0.438895691906923	0.251465976543536	0.067347965847735	0.229363944845308	0.283714916608249	0.0471904571602738	0.158292283953432	0.453730226425779	0.112328508244197	-0.108440780885366	-0.0147680219435065	-0.118876848666165	-0.155519930441149	-0.0108287495063856	0.578520613891591	-0.160051637700966	-0.147795867368287	0.169140806354651	0.120947100191903	0.259655271054343	-0.165082691599258	-0.550005430102839	0.123120695946018	0.136692975996969	0.0124218789044252	0.343697055641976	0.293610825376104	-0.196407793680881	0.0459507849097054	0.353328361414479	-0.315772981353724	0.355187496225084	-0.298625895969717	0.195000242953248	0.244389603030733	0.135525205543695	0.406489030733501	0.0822546375007988
g__Propionibacterium	-0.601600320388791	-0.319556093404587	0.203384610861751	0.0258640250855331	-0.142623144258672	-0.435348635308383	-0.0688797382759482	0.499259306031829	-0.098270272541214	-0.511629260921283	0.258826938346774	-0.316402992050956	0.162614145893582	-0.483662584873302	-0.23130087150854	0.00693874393390214	0.38641531531443	-0.0302203796528407	-0.221984695736195	0.502755740279774	0.227607534790951	0.257122614755351	0.284668837376444	-0.174196274618334	-0.0376879783788669	-0.278680904303041	1	0.325331150861913	0.019434958558642	0.142473718537093	0.341498743634611	-0.499424995439478	-0.429189566523938	0.18044374310353	0.191238750388318	-0.055324007025282	-0.412945205448451	0.0984071276451214	0.569280197229447	-0.021951541044678	0.372681971046131	0.154428563122028	0.182669925922447	0.367452480629869	0.181428830032807	-0.234266574193046	-0.125720566917944	0.447813826123025	-0.290645260322831	0.322315452548311	0.279005234235818	0.237472873082089	-0.58383857302408	0.223928168492143	-0.0965765303540095	0.166123345746824	0.433383171244246	0.0740109270120249	0.425741839528599	0.282508888237585	-0.118372289056897	0.0769048921649064	-0.161624756453719	0.127243008238231	-0.49629986334636	-0.1424665381725	0.0534593222155121	-0.442621585451392	-0.181066328709028	-0.253441920111475	0.313174775072231	0.0180233434381047	0.129034757952099	-0.162226651823993	-0.0869770740825041	-0.102445962576659
g__Corynebacterium	-0.453193411397843	-0.297222894693481	-0.169641582917009	-0.118429867971498	-0.52760957345706	0.117595996951568	-0.789375279856298	-0.454748799869944	-0.311343678673187	-0.249587587489171	-0.436055611677237	0.387463408856302	-0.589692261207144	-0.260136481745557	-0.124719386555798	0.14643343409239	0.791552870310679	-0.511477567140525	0.151069676815509	0.361233279087378	0.0259539407508503	0.50995443100121	0.10334022904608	-0.56287094136192	-0.72690871463967	-0.178216708832085	0.325331150861913	1	-0.00409472766318358	-0.0242070007171284	0.68577108982778	-0.461487057247736	0.00966766400228471	0.418025255185132	0.269655047691839	0.549018782588443	-0.135410200623214	-0.330091411596156	0.252644726678541	-0.0148609653882915	0.265816660359136	0.0351938240701081	0.0700555285893508	0.515393755022729	0.711992370608995	0.000629953801479363	-0.434371709456914	0.632140727259201	-0.137318418363858	0.571935325754438	0.434383857411341	0.300079884629004	-0.439645417878203	0.399499892253062	-0.739149641273996	0.205041844119703	0.336017577484494	-0.094161808200651	0.345553184400205	0.530494001365254	-0.453374873014558	0.498829084801184	-0.469942732712599	0.118473140575015	-0.642102085420788	0.0160918518103204	0.0435640052376112	-0.0828891813528481	-0.0530080848597312	0.193596939775654	0.244647374964672	7.4205504589924e-05	0.0848355538440005	-0.12248001512424	-0.42823979370383	-0.0760747296357876
g__Veillonella	0.253237201338347	-0.378654531157378	-0.533184450346636	0.0818779911745781	-0.413476019012499	0.465836194719294	0.464331604483122	-0.0664517524676088	0.147847220165474	-0.339884182603134	0.267175572672697	0.051653606151033	0.215267427927593	-0.00524970935921899	-0.179652418508896	0.862863029953973	-0.28087889953188	0.241798195083042	-0.487791233900542	0.342488010443628	0.160271708648916	-0.452258979877715	-0.375480563741126	-0.371897089616415	-0.024439389134405	0.311918190519665	0.019434958558642	-0.00409472766318358	1	0.686895724383786	0.359252405231531	0.187010155572332	0.0185578218603495	0.344396870984018	-0.0996463429493598	0.400997756145939	-0.290695901775594	-0.190412198314905	-0.659503504446396	-0.0391924390384836	0.602034139666821	-0.401917127013897	-0.507076829583037	-0.224154118383834	0.257280814286977	0.000977620608197298	-0.278468924308405	0.246059128325105	0.134306559688897	0.0745108478520191	-0.15786702645943	0.165487783925129	0.618934334558221	0.0990815129502929	-0.385045000610086	0.787047579791834	0.370715278698429	0.166419566125917	0.355120470269788	-0.0206697033551023	-0.363376069415232	0.283912047243562	-0.610041046644613	-0.126983469963124	0.125527583047739	-0.203217061500451	-0.304659600694532	0.0436386669266838	-0.52806988870133	-0.367921645967139	-0.0459157972742518	-0.126913734986014	0.174923879848526	-0.32148438637963	0.434974156024428	0.432494254193603
g__Campylobacter	0.260581891768026	-0.485845685040258	-0.0884167736685929	0.389303701947743	-0.331867836693755	0.0355612993403898	0.507889958787068	0.176442994550595	0.205191639125911	-0.677324569834572	0.548697609576471	-0.25720506035769	0.433847612207902	-0.359280856965779	-0.137932757431325	0.660272049428071	-0.327798580337942	0.458274271062238	-0.283129507420895	0.39825470952244	0.411174547547453	-0.563567460303555	-0.513528786698073	-0.360252978975099	-0.028197623167719	0.101687443597525	0.142473718537093	-0.0242070007171284	0.686895724383786	1	0.309184571151815	-0.225667343871493	-0.25212439335511	0.420365702813279	0.0685598228537077	0.513161814180478	-0.20065110471366	0.158457483802225	-0.386000651166482	0.109144882577156	0.209163207660177	-0.620314852766737	-0.578466213613958	-0.159842460819317	0.189085854887986	-0.17986331032207	-0.318085990036442	0.327932190011394	-0.22384160813262	0.365958218740155	0.112325968134297	0.555490005116877	0.140484271896723	0.310835131418972	-0.302265766070787	0.661008971804233	0.275889522685564	-0.108896093336028	0.15699497285271	0.340099225547243	-0.306944163080937	-0.0135796742856506	-0.302975443114796	-0.307615599059157	-0.0374287217528269	-0.00231384908496666	-0.514636074790355	0.128020036452511	-0.288552052811347	-0.414408225722339	0.263835242863166	-0.277124792891834	-0.0666699334667049	-0.204379834424014	0.399895765595598	0.164157711420156
