	g__Acidaminococcus	g__Acinetobacter	g__Actinobacillus	g__Actinomyces	g__Aggregatibacter	g__Akkermansia	g__Alistipes	g__Allobaculum	g__Anaerostipes	g__Anaerotruncus	g__Atopobium	g__Bacteroides	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Butyricicoccus	g__Butyricimonas	g__Candidatus Solibacter	g__Christensenella	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Cronobacter	g__Delftia	g__Desulfovibrio	g__Dialister	g__Dorea	g__Eggerthella	g__Eikenella	g__Enterobacter	g__Enterococcus	g__Erwinia	g__Escherichia	g__Eubacterium	g__Faecalibacterium	g__Fusobacterium	g__Gemella	g__Granulicatella	g__Haemophilus	g__Holdemania	g__Kingella	g__Klebsiella	g__Lachnospira	g__Lactobacillus	g__Leptotrichia	g__Leuconostoc	g__Megamonas	g__Megasphaera	g__Mogibacterium	g__Morganella	g__Neisseria	g__Nitrosotalea	g__Odoribacter	g__Oribacterium	g__Oscillospira	g__Parabacteroides	g__Paraprevotella	g__Parvimonas	g__Peptostreptococcus	g__Phascolarctobacterium	g__Plesiomonas	g__Prevotella	g__Proteus	g__Pseudomonas	g__Pseudoramibacter_Eubacterium	g__Roseburia	g__Ruminococcus	g__Sarcina	g__Selenomonas	g__Serratia	g__Shigella	g__SMB53	g__Sphingomonas	g__Streptococcus	g__Sutterella	g__Turicibacter	g__Veillonella	g__Weissella	g__Zea
g__Eggerthella	0.0675007394720429	-0.0985611236164511	0.249364944312395	-0.032210352487519	0.392938379069585	-0.0394523346998582	0.124019180949195	-0.334631085154497	-0.22565525307698	0.0929723683317454	-0.171353923185405	0.313459605751432	0.0922658648643931	0.203589001336573	0.258746277837609	0.343097336633871	0.0295013429849327	0.333873142826888	-0.201587452078353	0.157243818141957	-0.236288034968281	0.0482522355432526	0.149611631936334	0.0547906200370777	0.0395705417825878	-0.17109501395751	0.107175373079764	0.395262709166514	1	0.353189532094047	-0.103306278462217	-0.0520557188544097	-0.0731984807644991	0.0347616332238895	0.134163899712647	0.179955820845778	0.00712851004715614	-0.0777255216296888	-0.339891182381787	-0.190753562043521	0.488627551673132	-0.0338463578715091	-0.232753781100302	0.00724584069571611	-0.468672071023463	-0.330475517326436	-0.00400400142972861	-0.346445667783889	-0.15543323943805	0.224412218354764	-0.261630510426353	0.038337221343601	-0.101633058170519	0.0501848525861196	0.278108483939426	0.208261853715497	0.272277229898891	-0.0784553483711926	0.31632736396303	-5.82195934296858e-05	0.203174477359851	0.109504127427578	-0.0856845427191524	-0.0520099083453464	-0.000714919487695544	0.425451513953632	-0.406577488570544	0.128979767783953	0.0501964010186418	-0.0706359385170703	-0.448106334859607	0.0244126969470024	0.148577186089701	-0.111536767594222	-0.275806329358769	-0.115815358684547	0.0828291962221265	-0.31479643726849	0.000463319491345069	0.139401398483659
g__Eikenella	-0.0938349649768797	0.105158889183473	0.242406178665069	-0.198679664681474	0.534353892461578	-0.169137600885739	0.0699616822904944	-0.18401818295666	-0.373287197118373	0.14989979146974	-0.222921557818941	0.124264701843325	-0.145856770402958	0.0708820867136637	-0.0560894592585019	-0.0276704530037151	0.12440797517837	0.104479445770086	-0.0942071212304107	-0.185035072974673	-0.215994010632466	-0.169755544245441	-0.117728532420788	0.302665309319906	-0.145780455721488	-0.142313053169384	-0.194269519231981	0.144560715198759	0.353189532094047	1	0.100413261950947	-0.202550447512063	-0.000497840183155195	-0.0470366867003314	0.112088878674245	-0.0751210517384644	0.246009976973721	0.185918823470217	-0.0951167498566097	0.283799504984667	0.195627657959742	0.205890129159502	-0.0321869094749416	-0.0715152477926384	-0.281222528982549	-0.0342344599263004	-0.0987617377984585	-0.178742904541422	-0.245514015987523	0.110592996339154	-0.0097502454080666	-0.084030477591035	-0.1360418933357	0.274800330364478	0.0354656068942642	-0.105917404549843	0.0394259008354354	-0.0460709255733425	0.452735112976181	0.178221495936117	0.167236630440189	0.357546773315291	-0.205434890767699	0.177866225240703	0.0540635268814548	0.318545002401664	-0.292003271594881	-0.155209890623265	0.062199713239539	0.155790419133928	-0.220709644135549	-0.0250782286899287	0.0359931663814646	-0.181395849863418	-0.131288082116099	0.0892183924786698	-0.0800289128868337	0.12204073223375	-0.0387602556054449	-0.0537436653016857
g__Enterobacter	-0.31472419666337	-0.018095251639895	-0.108689657391786	-0.307170906848266	0.260678830192746	0.287555560613523	-0.140354236257738	-0.0387039840105964	0.12821773845048	-0.0427993832857502	0.06974549806436	-0.0565788626231968	-0.17812212447141	-0.0673423092308703	0.0466537015373108	-0.267116338117956	-0.18558157309007	0.099181239981888	-0.229413724697954	-0.0620150765289568	-0.283362304085669	0.165135275823497	0.125446600060446	0.299007328704363	-0.230977339901214	0.445844910319947	-0.157800643565635	-0.0497393959777847	-0.103306278462217	0.100413261950947	1	0.173961021299139	0.785244511690764	0.342781314318105	-0.00272677594181736	-0.173852523100974	0.104610516188252	0.13991699852202	0.0899042919730874	0.329300218391042	-0.135516160825021	-0.0475256309051644	0.79854855437896	-0.186127026390059	-0.0272319939602972	-0.0882352605531949	-0.307577967596238	0.135290222306071	0.157473816903547	0.0569538200965082	-0.00231142835383285	-0.104617408474016	0.00803118869250759	0.118636275897076	0.0528854800812932	-0.00995646701640219	-0.0728487723401762	0.218913535141749	-0.0725242467235974	0.174254653164732	0.13175360102911	0.338538599706843	-0.324978505125669	0.436790816150703	-0.229327099711947	-0.257852758841081	0.0696874554276843	-0.413379777475001	-0.0190625426225179	0.183673267828079	0.275773704410166	-0.25126610522074	-0.276329443007722	-0.14367689163733	0.146622885866906	-0.0478384496417532	-0.162559368077929	0.399336495501118	-0.070296897547625	-0.0868021961193441
g__Enterococcus	-0.166545371671769	0.120584868962229	0.0507060967333823	0.281501907595223	-0.220957921960458	0.126095272290618	-0.232120834729001	0.190380756860689	0.265348718178334	-0.150716294214571	0.302773189417037	-0.277062987519603	0.00983136859988528	-0.376756105947338	0.00119156973207643	-0.0318654778317695	-0.431330946626203	-0.0919811155647189	-0.148952165000165	-0.183618257326799	-0.443890057576363	-0.17670199303439	0.349490900605528	-0.0213172231162363	0.0365817603494131	0.202770696602348	0.212314229474328	-0.0868466159536865	-0.0520557188544097	-0.202550447512063	0.173961021299139	1	0.264443787323867	0.467934483523994	0.20020330004386	0.036310815364969	-0.410630601265497	-0.0738212359086687	0.0315033334592975	0.0771176992700344	-0.122863869262031	0.0110979105198128	0.28160242796976	0.10273977447308	-0.039045129396633	-0.0729341117832906	0.255162182856501	-0.405380625988827	-0.104352917804413	0.219117547461039	0.241617364559291	0.164714429144838	0.0888163447839998	-0.434310312049584	-0.155250742737291	-0.128435543541927	-0.286636384943613	-0.0659455805173753	-0.192043185146342	-0.0560411935162014	-0.331402413905824	-0.145708284569737	-0.158079366066987	0.0890974758170987	0.0668793941021982	-0.105213258679894	0.0984897308213536	-0.00494570912491145	-0.000105555682242821	-0.246901473004634	0.382783702270657	0.297145749478439	0.00748168419373957	0.236967722273661	0.1080143757609	-0.0659986001912876	0.14910574825597	0.178939546542593	0.472190004016581	0.481359959062363
g__Erwinia	-0.186047021882507	0.113492040709739	-0.232416488826137	-0.145231113130085	0.0767739107195088	0.382692832270267	-0.198768489950985	-0.0738959539522146	0.310093276773692	0.0470775822022893	0.0124821865410882	-0.197895865624494	-0.0782131331151813	-0.146017545489736	0.204420764449851	-0.168372472415771	-0.195473372652495	0.112484919375334	-0.213210123504965	0.0276730969670634	-0.215525760009341	0.313828990999201	0.231934782812734	0.160592694159129	-0.173613228197443	0.34862756892119	-0.142563470491744	0.0132339356346555	-0.0731984807644991	-0.000497840183155195	0.785244511690764	0.264443787323867	1	0.439851479873101	0.0449829104935447	-0.23020067545704	0.0988887356112859	0.0400260290346586	-0.0267850248017707	0.152300492353069	-0.182265881839337	-0.0334059297116546	0.676731878612357	-0.0343127134784385	-0.0169141267331964	-0.14090407173525	-0.231476459089256	-0.079195724232454	0.0716106267467543	0.00228526142095484	-0.125781693236595	-0.0611336971715661	0.0711754033003833	-0.0366638068109168	-0.066332038538834	0.119823766483233	-0.261558619218278	0.134183806398939	-0.291883817229218	-0.0712539682697356	0.0630156354289786	0.327786222357014	-0.375223207511828	0.347254408706874	-0.176143128814741	-0.288542606165006	0.195984878302275	-0.230973141181923	-0.033475082563315	0.0705523671191414	0.217563191758981	-0.25837089892371	-0.294456728181846	-0.101960936321407	0.0150576000870903	-0.0663352595441728	-0.169742627095306	0.23979603642462	-0.0397004974801789	0.00302939170478189
g__Escherichia	-0.124846256032743	0.274713591412816	-0.250416321607299	0.198509673832907	-0.0346004980401569	0.197151573873456	-0.262198281613644	0.148479910748811	-0.00756958518340354	-0.10734345543547	0.294100781041974	-0.431350886914955	-0.174832473913786	-0.492425606996769	-0.124878195004658	-0.102283623296519	-0.345170156999891	0.136673104495596	-0.258770837360326	0.195447813150529	-0.461226933737736	-0.286332019929819	0.465955393388884	0.236927366587396	0.134348978697527	0.0913865435072505	0.0516624324733079	-0.257252180508803	0.0347616332238895	-0.0470366867003314	0.342781314318105	0.467934483523994	0.439851479873101	1	0.106110399985616	-0.239879471446627	0.0696199118506855	0.0125740325694404	0.230249245767959	-0.00765511446459009	-0.187034989589537	0.291176957648137	0.41362106615562	-0.0799524502038965	0.0745681831074917	0.000168922685430569	0.240301215285436	-0.285037339039868	-0.00692199462757375	0.162723521930268	0.212967098685079	0.0936351542777835	0.00934077265041145	-0.402227567920639	0.0983543507772859	-0.362123301494238	-0.299589010523393	0.0113234276576579	-0.293933452243634	-0.300548346218639	-0.399688431879497	0.276717166874764	-0.195302783696955	0.261774377694346	0.178354583569378	0.0435222775367594	-0.258815975731574	-0.185419761040831	-0.131616052985849	0.197899209589877	0.386500073064762	0.454212970166522	-0.0962690357974286	0.250179383266743	0.365492137587189	-0.260059963586141	-0.114002327975614	0.240052480698008	0.659459732865351	0.453743202947478
g__Eubacterium	-0.470421570361218	0.196841483007989	0.154609173823836	0.0385367561749139	-0.239330171405028	0.233313966689366	0.164373455460411	-0.138526738689947	0.0789371108311006	0.306089452411915	0.0989160211757339	-0.156494544925184	0.0395088406131826	-0.217558182869268	0.320880863664355	0.187207017613047	-0.106045856810719	-0.0150033388683941	0.307375392588907	-0.12320636738618	-0.188290898662097	-0.0195121047811072	0.223551067990974	-0.0637386461388398	0.056527460208642	-0.117306864962429	0.255244463549579	0.44153024140282	0.134163899712647	0.112088878674245	-0.00272677594181736	0.20020330004386	0.0449829104935447	0.106110399985616	1	0.203596950812352	-0.173288673049936	0.0564495800939689	-0.0514800862671491	-0.174070125441873	0.301284996995668	-0.0767714499631166	-0.234071969914417	0.361410830403763	-0.316174979098663	0.261897279721249	0.178283957184678	-0.453574784082991	-0.64431770182934	0.0737415590798982	0.0302332097592248	-0.0918786045765238	-0.302171347813044	-0.0725367230669401	-0.211119850158334	0.191072682324524	-0.202345454645321	0.154067408404221	-0.0159954160147259	-0.0597487697080646	-0.215385428385629	-0.167263476594835	0.0129450143578418	-0.116382979439018	0.0647138029651131	0.297677915715992	0.175162123038624	0.304380475841201	0.280524213254732	-0.0676916463353844	-0.0429816554876319	0.110132689344998	0.179570546620485	0.0151553334380371	0.313943048496896	-0.230526918802524	0.14110516290325	-0.0339234934734197	0.200964929359704	0.188444687170311
g__Faecalibacterium	0.00281536473965641	-0.35842364958398	0.374407539934232	-0.0928312941720181	0.10628476819087	-0.0446157182879259	0.295884692549426	-0.327776843330056	0.268496430185771	0.220552057685789	-0.123141655080735	0.212057031295284	0.191568005912193	0.193677226937448	0.0541565334512499	0.103632118577897	0.0912909694689795	-0.263468742699747	0.263154949157463	-0.153256556148405	0.0369561727981672	-0.103566876370336	-0.0971845111880834	-0.304264726948487	0.149523219310419	-0.0422359944021974	0.15965513971419	0.121342361679745	0.179955820845778	-0.0751210517384644	-0.173852523100974	0.036310815364969	-0.23020067545704	-0.239879471446627	0.203596950812352	1	-0.317263316047559	-0.290515297429202	-0.0154239380105346	-0.0577331463773129	0.46207882740322	-0.101033895427398	-0.218121685908006	0.187729246123874	-0.165025965286253	-0.227768922414164	0.0203189156587907	0.0399762527222362	-0.0506728307320964	-0.00786353936460708	0.0294233253012562	-0.284021204715564	-0.306789924460631	0.147186995065803	-0.198806252602251	0.209403568751705	0.0275268344853538	-0.00553201581322145	0.301505620158183	0.113587261400758	0.216039515632719	-0.450235587245394	0.177271390952885	-0.149018652964997	-0.302632540058227	0.285968600295744	-0.0559052839951701	0.359541262035247	-0.0422349580159181	-0.588745737910898	-0.0733066451991098	-0.188308898338923	0.217297589556633	0.0698127108869607	-0.0677895309180129	0.315773744365086	0.0632550019672162	-0.232725006808796	-0.0673100999490378	-0.00570967767221613
g__Fusobacterium	0.0504554211465739	-0.0458991318237645	0.0221848529415894	-0.00240246630334643	0.168644300653982	0.234579187869414	-0.220150095164945	-0.0587376065540499	0.0312729734664701	-0.198741047100988	0.178963536276524	-0.127553129662758	-0.364492551923016	0.0333850241276171	-0.252593850137198	0.0179694689741313	0.192559957818496	0.160799522777543	-0.343976844314683	0.420665819005072	0.189480069427059	0.0533485797346821	0.0473796875919478	0.146817902086693	-0.182448366980702	-0.148484862220082	-0.174837897524391	-0.274034185761158	0.00712851004715614	0.246009976973721	0.104610516188252	-0.410630601265497	0.0988887356112859	0.0696199118506855	-0.173288673049936	-0.317263316047559	1	0.14586872856386	0.108886880567277	0.297909105173852	-0.188300657725742	0.0283701733689344	0.172346136492352	-0.227368391437048	-0.0673455414335764	0.224436861422055	-0.306360285374972	0.312766113388345	0.092850079197184	0.0813149168910664	-0.00280207727240713	0.0813783166123179	0.0743081073164824	-0.128374282251598	0.187119231475813	-0.260513560750739	-0.151475366431724	-0.260130474532434	0.11710552913068	-0.134613867297531	-0.172744910104413	0.250330032073591	0.125270895171683	0.101262593108473	-0.109085968536256	-0.116357028023261	-0.145432736276158	-0.112375669175359	0.361430121325315	0.392178285255444	-0.0134547348585035	0.0584101388639463	0.278878785617846	-0.335470470783339	0.0404384211825659	0.0204850193439286	0.234131703632987	0.29683457336796	0.0283918512292272	-0.0944895538656256
g__Gemella	-0.0325000211130286	0.434403405034285	-0.100017123700769	0.241882774598652	0.156032590327243	0.214038013899761	0.0752712857251022	0.215772863657462	-0.234809163231876	-0.162513987103896	-0.00554202125028695	-0.383069928773503	-0.199235859944635	-0.106440540669143	-0.0921701498450544	-0.199034619220259	0.0321391909316219	-0.120487012054656	-0.0600790663885784	-0.354004950515053	-0.361282503761809	-0.194204312583813	-0.153260915145352	-0.0544673132914188	0.12836646551552	-0.0675660827545189	-0.0603135573915646	-0.0805499437872569	-0.0777255216296888	0.185918823470217	0.13991699852202	-0.0738212359086687	0.0400260290346586	0.0125740325694404	0.0564495800939689	-0.290515297429202	0.14586872856386	1	0.313585384031679	0.247113915311621	-0.259950609531148	0.177509740669718	-0.0985966229964657	0.0556649944483815	-0.106438395530993	0.328471294580844	-0.0216742918305698	0.0894247646128515	-0.139710127863213	0.0113053985238695	0.00971258361529788	0.0372914717798166	0.00397797898176568	0.187736937264323	0.243869216108284	-0.22624463741092	-0.369755941027545	0.0994450264431921	0.170525811002134	0.318108148349661	-0.0973813993275076	-0.0229290282473128	-0.270315509070749	-0.192764899175517	0.254067594645029	0.0716260990472283	-0.116008711879529	-0.342514781048807	0.356860412560534	0.0834769471323314	-0.0165534512240831	0.0504996337792083	-0.0998322446349597	0.123555087980031	0.240205118747813	0.0511837946881586	0.0907396985128992	0.107229604783613	0.165226017254081	0.158391910878838
g__Granulicatella	-0.017293407704165	0.284051690952119	-0.164858223768867	0.424236213761582	-0.0214985285353677	0.0323149775038925	0.163665368684297	0.201006310661131	-0.189849436676108	-0.232607273271587	0.458321298277006	-0.417226405485742	-0.198183506119044	-0.0566936975294439	-0.235839636016243	-0.448861723157962	-0.300770672439754	-0.362794899761415	-0.0571802863996626	0.122993534293187	-0.277935499853884	-0.533641359095181	0.274517488157383	-0.270692242034661	0.258167245670544	0.142322582205544	0.153449463602362	-0.275996827910981	-0.339891182381787	-0.0951167498566097	0.0899042919730874	0.0315033334592975	-0.0267850248017707	0.230249245767959	-0.0514800862671491	-0.0154239380105346	0.108886880567277	0.313585384031679	1	0.025619914987409	-0.201765648099465	0.0799382901138496	0.0985410863335466	-0.357523345610149	0.120338119775041	0.223935183378488	0.21397764225138	0.146012457965813	0.160581746997143	0.229893539271858	0.40772483218404	0.0819037164077908	-0.0147563459851782	-0.00238469765158752	0.388997055279625	-0.333896162044717	-0.186304097580705	-0.0297131027284963	0.0138959052233573	0.0479267401386092	-0.38001101433471	-0.201029836521487	-0.297842914963873	0.0154353554044498	0.140876117367261	0.19428180138908	-0.219705993039568	-0.117288917568129	-0.0179874356654819	0.0486728569541056	0.430452504127771	0.359573122932229	-0.328939643428358	0.343742666888104	0.702064388889349	-0.191898939286697	-0.257652450647371	0.242311496606118	0.423163615297245	0.270623011700962
g__Haemophilus	-0.130067598592626	-0.164996033139172	0.209450602977804	-0.132987966203333	0.425786269885298	0.0329117153173217	-0.329235838506119	0.186529728877953	-0.131511975914922	-0.164764127879081	0.0165886032675258	0.0998130245691956	-0.203342669564307	0.0395281496713911	-0.279382953613459	-0.204599089779954	-0.150821247740919	-0.114505698760394	-0.363559872149821	-0.410479053997095	-0.262875023918072	-0.12293935768972	-0.330627880627879	0.218815605398413	-0.495699145564939	0.0595473552503995	-0.177684840835099	-0.275917270980821	-0.190753562043521	0.283799504984667	0.329300218391042	0.0771176992700344	0.152300492353069	-0.00765511446459009	-0.174070125441873	-0.0577331463773129	0.297909105173852	0.247113915311621	0.025619914987409	1	-0.3241535954121	0.165136469945532	0.345487510292011	-0.000100755634845931	0.114586093526712	0.202174262391913	-0.290614767053263	0.24276999928336	0.0129855101378253	-0.0720603513433936	0.305679893544269	-0.0361464987950395	0.105052371947763	0.287716879282291	-0.0535581124825233	-0.093922770924535	-0.243811713232184	-0.192308051367009	0.38400363975911	0.280741475044996	0.122387403433364	0.0916483927333094	-0.0667012396070176	0.196576311840133	-0.334730685564239	-0.290735619332124	-0.0353721369095974	-0.398647652565351	0.197475675805678	0.0866382509091901	0.169266902013494	-0.075582746294777	0.074488266353293	-0.375594064812178	-0.116378716802682	0.311808325637271	0.270147204653309	0.638523585799379	-0.0907225969912923	-0.187546387166889
g__Holdemania	-0.33069561790167	-0.234441664042582	0.20252748577912	-0.32434284930377	0.23914077457898	-0.294010494358452	0.453508258372339	-0.327106254439806	0.0519846903238697	0.46151378977644	-0.288365630656708	0.0497612086010431	-0.207938632874338	0.433844995555213	0.337798570772814	0.0171865679276904	0.457326746264171	0.0310605519583768	0.286227426544553	0.0882130050863525	0.0724520575605352	0.195072890217845	0.0659805665239691	-0.154043260995771	-0.0741914054689136	-0.236869910909945	0.0964620100896013	0.343003369047979	0.488627551673132	0.195627657959742	-0.135516160825021	-0.122863869262031	-0.182265881839337	-0.187034989589537	0.301284996995668	0.46207882740322	-0.188300657725742	-0.259950609531148	-0.201765648099465	-0.3241535954121	1	-0.224759436208332	-0.209925005146671	0.183814332228713	-0.401328642254331	-0.157350109613757	0.162134416168329	-0.200419139586573	-0.181013725309475	-0.0718226992294057	-0.290085745482271	-0.248187428646928	-0.407218447273794	0.264413671724213	0.0308772670710991	0.346420672552306	0.246387980330054	0.37240063536467	0.193445686460291	0.0294917050106084	0.243574648010798	0.0796868481213456	-0.0612797680564718	0.020043501858206	0.0318560758814539	0.313929297961964	-0.030981801240425	0.251282322856296	-0.11572800003133	-0.188611189180368	-0.373213925714731	-0.173770619911857	0.0902732551394888	-0.145313559879195	-0.0800596184913612	-0.166425357413324	-0.108869115274907	-0.273103683665531	-0.127024208276579	-0.0247277274765421
g__Kingella	0.188037104842767	0.394019747189552	-0.137361934608551	0.233505813686897	0.0598619719113494	-0.085152515079551	-0.247215859036587	0.107758862398888	-0.30635176364621	-0.0325404470683536	0.0604452383585923	-0.218153620150147	-0.00383098721106557	-0.305371174319659	-0.315424717521098	-0.00360947228741802	-0.039453580944157	0.069157527054805	-0.127746986779812	-0.196350554754612	-0.00834029424508183	-0.358038958308454	-0.0474281412511529	0.224976765994057	0.300508032719701	-0.142656011020541	-0.233602342875457	-0.0358570368313801	-0.0338463578715091	0.205890129159502	-0.0475256309051644	0.0110979105198128	-0.0334059297116546	0.291176957648137	-0.0767714499631166	-0.101033895427398	0.0283701733689344	0.177509740669718	0.0799382901138496	0.165136469945532	-0.224759436208332	1	-0.0299866679653385	-0.0401590508669003	0.336457755952096	0.0220146977867121	0.183298514539766	-0.142459838617063	-0.0263692283630049	-0.0724274275898315	0.277439503858015	-0.0527821755375566	0.0353619396083285	-0.054041377224654	-0.202787137182416	-0.388903157553039	-0.232256141129755	-0.105298885963085	-0.116440461964815	-0.247869706967192	-0.01384922704117	0.256604260814835	0.103175938904286	0.0407846506503839	0.306221666082945	0.0127780266102399	-0.183543936585423	-0.129438659264064	-0.168378169848755	0.105155724491402	0.357925985051263	0.223104446941602	-0.085168593325242	0.299276788990936	0.135403850129828	0.199397772240701	-0.166539846370654	0.221480541264412	0.344348124399066	0.196774845925687
g__Klebsiella	-0.2542117180327	-0.136396564491798	-0.111308912766935	-0.278195777089011	0.203530931926683	0.223892141999944	-0.231574304246629	-0.0021528197672152	0.229385533916715	-0.121842164183034	0.10152046813027	0.00731962903440605	-0.156847400417616	-0.15011563738018	-0.14178521226967	-0.211991189700556	-0.0866430736793901	0.119631698176987	-0.230251060667566	0.0756498387046209	-0.2031467327763	0.135224129056802	0.138708018865341	0.261761933899547	-0.304410842149077	0.473292886395075	-0.170359938356204	-0.341306729782119	-0.232753781100302	-0.0321869094749416	0.79854855437896	0.28160242796976	0.676731878612357	0.41362106615562	-0.234071969914417	-0.218121685908006	0.172346136492352	-0.0985966229964657	0.0985410863335466	0.345487510292011	-0.209925005146671	-0.0299866679653385	1	-0.333154727552479	0.202986090460391	-0.191346471865169	-0.287008986751218	0.15758289879741	0.286362338557507	0.092449279246292	0.0542356068302901	-0.0562330426495041	0.0714044454774124	-0.0812303447112886	0.0408588730568826	-0.0745355814219424	-0.0698961307014076	0.180458386461781	-0.135192093674294	0.0264436927503395	-0.00757398612775075	0.360823122385703	-0.276017853900061	0.58617727523206	-0.229394854483883	-0.317770973025057	0.0187863171100676	-0.28143972587735	-0.150979252945231	0.23092977275916	0.329888447745663	-0.134465062820169	-0.162719926665438	-0.168231659574059	0.17970639152737	0.0207066978797275	-0.0335243598795686	0.467263675970079	-0.0182111439134468	-0.0640765761854296
g__Lachnospira	-0.00153461436972042	-0.0332209454126028	0.0646629169105704	0.0166313955671887	-0.202597186631775	0.0991394512135922	-0.0474926890304867	0.0104839685054425	0.367440619518106	0.238599359395113	-0.429354226484033	-0.0529563364131792	0.244287560112141	-0.166549614125373	0.439618007873698	0.238994566283889	0.20410559054479	-0.0175257571831025	0.325284386682213	-0.227859148290466	0.0988157437619843	0.285727089920725	-0.167536825751001	-0.0229896945386739	-0.169379394504818	-0.305491386488565	0.216430093170423	0.304177617005419	0.00724584069571611	-0.0715152477926384	-0.186127026390059	0.10273977447308	-0.0343127134784385	-0.0799524502038965	0.361410830403763	0.187729246123874	-0.227368391437048	0.0556649944483815	-0.357523345610149	-0.000100755634845931	0.183814332228713	-0.0401590508669003	-0.333154727552479	1	-0.0063109773613544	0.233149796387707	0.0646815158312836	-0.0678123669015781	-0.298418114066965	-0.396851129846853	-0.286425822765354	-0.161172303384061	-0.0528725105021671	0.059453870294324	-0.460717833751045	0.370528493323379	-0.275834522120863	0.097130422812431	-0.119204002676197	-0.00187051050099046	-0.0883972322200053	-0.0523264858269413	0.0318349319478207	-0.223378415199374	0.027158852003296	-0.0172110322147222	0.569009647369891	0.109289065431142	0.233828430009088	-0.196180305976912	-0.145184628625984	-0.0803969077466731	0.101834128783247	-0.130675220757847	-0.365857147473558	0.0134260917117554	0.143209152445172	-0.0225989961107523	-0.0210303511087927	0.00494353092570727
g__Lactobacillus	0.0858486214995167	0.0268746698051614	-0.249171158893708	0.0735471975729351	-0.216695998969136	-0.181808148259866	-0.217262638785826	0.248572559685402	-0.0405050295247522	0.00298622166461585	0.0735658613465468	0.128515518846801	0.382246314142483	-0.213808995003033	-0.390658764110477	-0.0235121710138507	0.0347285798295174	-0.0549551525703397	0.0811443644949579	-0.191943811686759	0.28460730025447	-0.0744911207077207	-0.402574695058186	0.182491302170321	0.149294226674763	0.189372548053653	-0.229304863928237	-0.379339094778297	-0.468672071023463	-0.281222528982549	-0.0272319939602972	-0.039045129396633	-0.0169141267331964	0.0745681831074917	-0.316174979098663	-0.165025965286253	-0.0673455414335764	-0.106438395530993	0.120338119775041	0.114586093526712	-0.401328642254331	0.336457755952096	0.202986090460391	-0.0063109773613544	1	-0.0319172925211076	0.058989708859767	0.202678255773424	0.266913945215555	-0.166471066560357	0.323747310956513	-0.304316980947612	0.427188979522374	0.00852166898141982	-0.210187728407592	-0.283354939224778	0.0707650206049983	0.00740797850295656	-0.354639210697966	-0.118741532539139	0.0179951843726768	0.106597749214731	0.0418638946223262	0.199884548157703	0.0152176877798815	-0.359482463501299	0.168561844781885	0.041161448393557	-0.419438142742712	0.256006605093699	0.339758828634161	0.211543105933303	-0.0739616693441908	0.158761054357302	0.148144335302679	0.28010555205698	-0.114748558017079	0.264510162277186	0.0586318345730966	-0.240742674663031
g__Leptotrichia	-0.0948274308508004	0.0529673296708821	-0.135803102837082	0.0417138050975079	-0.172355627148951	0.0763844723627918	-0.125748661046648	0.241107914366507	-0.188126538686407	-0.115969158442058	-0.0235815942089061	-0.284547791923476	-0.305494192380029	-0.0913054180756415	0.096974505669188	-0.00214357644658879	-0.0454906925595423	-0.0932249026135639	0.033382588328266	0.108363666324406	-0.00342391734045782	-0.0836434291445674	0.00816561097203625	0.0567292348111262	-0.159787144955814	-0.254767220720327	0.299169333888216	0.000996278463753826	-0.330475517326436	-0.0342344599263004	-0.0882352605531949	-0.0729341117832906	-0.14090407173525	0.000168922685430569	0.261897279721249	-0.227768922414164	0.224436861422055	0.328471294580844	0.223935183378488	0.202174262391913	-0.157350109613757	0.0220146977867121	-0.191346471865169	0.233149796387707	-0.0319172925211076	1	0.292615654805009	0.304910666515968	-0.0974345402229999	-0.153552392213094	0.121429511175436	0.161322092466379	0.109494439476575	-0.0691831626879176	-0.0329145600209399	-0.142331283148299	-0.240695308141924	-0.0899210145812236	0.00445499551847246	0.0864697098886873	-0.319009241606648	-0.212254073631019	0.28386258694047	-0.304332555423886	0.022771115778226	-0.141946027114438	0.262732953583949	-0.356347402971222	0.445027867774906	0.327564757808862	0.124526630567296	0.223535311575116	-0.0233223164176387	-0.16195375736856	0.262913874830821	-0.11370669076089	0.151113348461473	0.386522853024067	0.234342806514525	0.100435037431576
