	g__Acidaminococcus	g__Acinetobacter	g__Actinobacillus	g__Actinomyces	g__Aggregatibacter	g__Akkermansia	g__Alistipes	g__Allobaculum	g__Anaerostipes	g__Anaerotruncus	g__Atopobium	g__Bacteroides	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Butyricicoccus	g__Butyricimonas	g__Candidatus Solibacter	g__Christensenella	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Cronobacter	g__Delftia	g__Desulfovibrio	g__Dialister	g__Dorea	g__Eggerthella	g__Eikenella	g__Enterobacter	g__Enterococcus	g__Erwinia	g__Escherichia	g__Eubacterium	g__Faecalibacterium	g__Fusobacterium	g__Gemella	g__Granulicatella	g__Haemophilus	g__Holdemania	g__Kingella	g__Klebsiella	g__Lachnospira	g__Lactobacillus	g__Leptotrichia	g__Leuconostoc	g__Megamonas	g__Megasphaera	g__Mogibacterium	g__Morganella	g__Neisseria	g__Nitrosotalea	g__Odoribacter	g__Oribacterium	g__Oscillospira	g__Parabacteroides	g__Paraprevotella	g__Parvimonas	g__Peptostreptococcus	g__Phascolarctobacterium	g__Plesiomonas	g__Prevotella	g__Proteus	g__Pseudomonas	g__Pseudoramibacter_Eubacterium	g__Roseburia	g__Ruminococcus	g__Sarcina	g__Selenomonas	g__Serratia	g__Shigella	g__SMB53	g__Sphingomonas	g__Streptococcus	g__Sutterella	g__Turicibacter	g__Veillonella	g__Weissella	g__Zea
g__Atopobium	-0.176330392731617	0.163148232943953	0.0155403861159845	0.487689563312265	-0.270051441592747	0.0937433953893204	-0.130157459759875	0.101390380885255	-0.042811117196511	-0.438640316438709	1	-0.335782563686142	-0.0985633163705733	-0.118297029267463	-0.424491848931174	-0.167147541682134	-0.385084575255857	-0.214667204194141	-0.363730990036981	0.0719203879562805	-0.0735773574740224	-0.431012591035395	0.395448448091615	-0.231609979403402	0.268286943116713	0.163585718820623	0.0559603495906175	-0.109812735445973	-0.171353923185405	-0.222921557818941	0.06974549806436	0.302773189417037	0.0124821865410882	0.294100781041974	0.0989160211757339	-0.123141655080735	0.178963536276524	-0.00554202125028695	0.458321298277006	0.0165886032675258	-0.288365630656708	0.0604452383585923	0.10152046813027	-0.429354226484033	0.0735658613465468	-0.0235815942089061	0.0629048166796736	-0.0665423998875777	0.0470549585305971	0.420919288875149	0.548899591054521	0.171649874206472	0.0358781911319577	-0.389883403328051	0.325725255420778	-0.361086325317122	-0.0926401512067931	-0.21421378696217	-0.0392778188526576	-0.0777285478956815	-0.332691766918904	-0.168272072967676	0.0253464897035276	0.0752671156745698	-0.00106005115730628	-0.0805084876377992	-0.182971408992363	0.165410914896823	0.133862551480133	-0.00994497398260253	0.452511293956088	0.302963807550422	0.134621267408761	0.306058767688458	0.542574324313362	-0.288176588630409	0.0875623534659784	0.185037183645281	0.3508621039235	0.311641751274326
g__Bacteroides	0.28977208485544	-0.414026687922255	0.201690868823417	-0.28676043983264	0.206230470633194	-0.273599463026898	-0.0255654832283836	-0.141375960727572	-0.159189319957476	0.0389757226891458	-0.335782563686142	1	0.513347528873619	0.322752103272931	-0.0461193970220474	0.343941107401136	0.0511047250953224	0.155414485505754	0.0382361825800203	0.0278276784839083	0.19949042494321	0.145044698656723	-0.418236147806276	0.145528601427069	-0.193528813366957	0.17651749466321	0.0299811866029443	0.0221749976277922	0.313459605751432	0.124264701843325	-0.0565788626231968	-0.277062987519603	-0.197895865624494	-0.431350886914955	-0.156494544925184	0.212057031295284	-0.127553129662758	-0.383069928773503	-0.417226405485742	0.0998130245691956	0.0497612086010431	-0.218153620150147	0.00731962903440605	-0.0529563364131792	0.128515518846801	-0.284547791923476	-0.305255748116267	0.226989945855975	0.29054615585996	0.101247318072101	-0.0964183246347439	-0.0554562040754723	0.178633693977417	0.336563875495211	-0.00955582927613026	0.312144432906681	0.716295314736012	-0.143129689468215	0.256621833473929	0.189194552089653	0.377092318170307	-0.0601734241153247	0.190292932830416	0.0940111689609113	-0.263662022309899	0.104218770957056	-0.0172510395131622	0.284025874872973	-0.197926739112053	0.00932563333971679	-0.489457853500483	-0.113044932123892	0.150460193475893	-0.245916181292941	-0.446822439828374	0.202309904900716	0.144125144860192	-0.209656413019088	-0.372901219658991	-0.424010569715094
g__Bifidobacterium	0.398840880913546	-0.0462614523769763	-0.0268782162052391	0.218397342088678	-0.224487594832558	0.0420962320187654	0.0213910644395792	-0.166664630253326	0.0976984168611761	0.0681145828557063	-0.0985633163705733	0.513347528873619	1	-0.232697796853569	0.114682265132485	0.357169677779553	-0.103528386046355	0.0489803351536006	0.246535282923507	-0.215456301459489	0.209908551718036	0.0898460727097568	-0.185460318778955	0.0610687399885635	0.224372987641518	0.117795256558309	-0.018814776971749	0.167498286293186	0.0922658648643931	-0.145856770402958	-0.17812212447141	0.00983136859988528	-0.0782131331151813	-0.174832473913786	0.0395088406131826	0.191568005912193	-0.364492551923016	-0.199235859944635	-0.198183506119044	-0.203342669564307	-0.207938632874338	-0.00383098721106557	-0.156847400417616	0.244287560112141	0.382246314142483	-0.305494192380029	-0.0914419291114269	-0.0193327439883277	0.0252108562032779	0.0175307505263457	-0.0383863559547442	-0.149027423135518	0.39065267824581	-0.00978100877994501	-0.214698306274688	0.166620351736095	0.205426422195867	-0.142969589010459	-0.0473066682338098	-0.0314946363399288	0.0617316507466524	-0.223196018440346	0.110492533829364	-0.124758537490867	-0.0648320406858612	0.0583762330168708	0.204289355837537	0.29690969013368	-0.213911322413339	-0.0745732234591036	-0.0532332627390076	-0.00135479749621914	0.0334216714211078	0.125800468616915	-0.263155769400692	0.175805201424019	0.0306204012535232	-0.254140727225926	-0.0644381533298375	-0.111876442072216
g__Bilophila	0.0454709301355642	-0.212279541565812	0.200574695333003	-0.305457814407006	0.313498284360517	-0.332154938488724	0.375851342780836	-0.0227635681339084	-0.159332986335111	0.114170558403106	-0.118297029267463	0.322752103272931	-0.232697796853569	1	0.145478888211928	-0.256163308507324	0.197701226507124	-0.137176961719578	0.0330511315639438	0.0877682124673634	0.184836464253298	0.306745420812651	-0.195673828184714	-0.230079523096557	-0.0460118008860523	0.0786716184984598	-0.149826688245433	0.101153348863278	0.203589001336573	0.0708820867136637	-0.0673423092308703	-0.376756105947338	-0.146017545489736	-0.492425606996769	-0.217558182869268	0.193677226937448	0.0333850241276171	-0.106440540669143	-0.0566936975294439	0.0395281496713911	0.433844995555213	-0.305371174319659	-0.15011563738018	-0.166549614125373	-0.213808995003033	-0.0913054180756415	-0.0370849599929175	0.317997675425194	0.318083964451168	0.0718420904919851	-0.0851630929388908	-0.0235676491334097	-0.0165342952073875	0.590245272105201	0.373349998823818	0.278364053406524	0.571898171932009	0.14844639590462	0.348405880084557	0.284343758927237	0.569183704006974	-0.103490772890403	0.0427157316349621	-0.163232948542705	-0.157161413261073	-0.0104677934491151	-0.024551814748272	0.11086002830221	-0.0946528246552337	-0.183577182841379	-0.453906577041256	-0.346173292266535	-0.0623999839443432	-0.101354620497123	-0.201425949254368	0.0816657583800304	-0.139244307165625	-0.348167113379563	-0.49280735725909	-0.337497276079229
g__Blautia	0.0996189067948116	0.0264264233037337	-0.0270935474160702	-0.241979907070698	-0.0625387478584017	0.289777763846193	0.187106344438033	-0.140122672637308	0.150770294083565	0.244558867970554	-0.424491848931174	-0.0461193970220474	0.114682265132485	0.145478888211928	1	0.186174256844983	0.0174113727092617	0.10901368978142	0.207452733911345	0.167612217801347	0.019446755865129	0.562917981770707	0.224900553189155	-0.131509950413048	-0.102207214488579	-0.0934738466911722	0.15789230525293	0.645854250547286	0.258746277837609	-0.0560894592585019	0.0466537015373108	0.00119156973207643	0.204420764449851	-0.124878195004658	0.320880863664355	0.0541565334512499	-0.252593850137198	-0.0921701498450544	-0.235839636016243	-0.279382953613459	0.337798570772814	-0.315424717521098	-0.14178521226967	0.439618007873698	-0.390658764110477	0.096974505669188	0.0765655017670447	-0.133786244676785	-0.163707309399113	-0.352767707277779	-0.510112379271001	0.224106883506443	-0.0416573281104279	0.0609288431260616	-0.142606923733479	0.612932525889308	-0.0658345185018498	0.252930697096872	-0.0909068225329407	-0.232269890106454	0.109854503865912	-0.057528846402783	-0.0019661645311479	-0.367916830438041	-0.0058723822058655	0.0699716811729195	0.44425699544288	-0.118201397652129	0.107063827642729	-0.14178409173631	-0.242401256443058	-0.29631696156574	-0.360022659766566	-0.111586418816422	-0.265969014514934	-0.220556287957025	-0.140578320292803	-0.223393774821191	-0.11310443876364	0.123885227387894
g__Butyricicoccus	0.204198823933283	-0.214934430745152	0.141220377531681	0.0621158639294212	-0.160760158963925	0.12371113264134	-0.316602746975811	-0.0144749084977198	0.0559152506581529	-0.126648786428847	-0.167147541682134	0.343941107401136	0.357169677779553	-0.256163308507324	0.186174256844983	1	0.125426409809029	0.411691405595196	-0.0896664805698012	0.202947538990487	0.126003155657845	0.167939059832178	-0.0805368833635083	-0.0520163701452007	-0.000101293866655078	-0.0321914351856083	0.362662761541689	0.334624556439114	0.343097336633871	-0.0276704530037151	-0.267116338117956	-0.0318654778317695	-0.168372472415771	-0.102283623296519	0.187207017613047	0.103632118577897	0.0179694689741313	-0.199034619220259	-0.448861723157962	-0.204599089779954	0.0171865679276904	-0.00360947228741802	-0.211991189700556	0.238994566283889	-0.0235121710138507	-0.00214357644658879	-0.0061803576380599	-0.0998654402868571	-0.103866188895203	-0.0410030949337977	-0.109039117760459	-0.0107075932563187	0.186840788792149	-0.423461268139654	-0.146178667429402	0.158148692816346	0.036688993175636	-0.282188402541237	-0.111610035371175	-0.196501824091365	-0.0198097643853949	-0.0818569599942387	0.259110039769883	-0.0739745994970958	-0.0556481753190382	0.0857896585832727	-0.0298587742053918	0.262135452279529	0.243991593783979	-0.0345376252515367	-0.178850720572198	0.0672460546652515	0.332018858360135	-0.0966980900944077	-0.207438064673034	0.135496952469046	0.421428680738379	-0.115822329975981	0.00415567685137189	0.0211608039164026
g__Butyricimonas	-0.0283799596219798	-0.179792654624771	0.0161241884406088	-0.250503968502345	0.231366376404482	-0.163304335616682	0.402624530388768	-0.330726422070939	0.17585353704914	0.379020772048559	-0.385084575255857	0.0511047250953224	-0.103528386046355	0.197701226507124	0.0174113727092617	0.125426409809029	1	0.206894593011869	0.456902427111668	-0.0528698814732597	0.416308395653503	0.409364508774792	-0.264424987064677	-0.0306999155829563	-0.0889337264198642	-0.363704009768067	-0.251966710389861	0.0236040774312957	0.0295013429849327	0.12440797517837	-0.18558157309007	-0.431330946626203	-0.195473372652495	-0.345170156999891	-0.106045856810719	0.0912909694689795	0.192559957818496	0.0321391909316219	-0.300770672439754	-0.150821247740919	0.457326746264171	-0.039453580944157	-0.0866430736793901	0.20410559054479	0.0347285798295174	-0.0454906925595423	-0.0784136601548315	0.209326749484141	-0.0777227969897256	-0.244981174524362	-0.535393498501692	-0.300484332146606	-0.305264170373482	0.217321688690895	-0.047114730049415	0.208525578252853	0.0259975434968692	0.464768636283224	0.11563470129993	0.0246933667737827	0.238156103393467	0.286651124581257	0.175353569986755	0.0566127656469442	-0.0139877505867477	-0.114254900027952	0.116192392536159	0.199658264178168	-0.0359107613441586	0.0200900195964132	-0.415881670037431	-0.276740747824913	0.266529159994003	-0.231889292529947	-0.0923263400096871	0.201642403827124	0.181338391348234	-0.206279644779544	-0.316111718332884	-0.305470893125658
g__Candidatus Solibacter	0.0795025913527685	0.00763305605104662	-0.18678650671983	0.00981004727052063	0.0850028504661218	-0.0791205409349439	-0.152465617054631	-0.0889211659481445	0.0314615834409683	0.0535652799333697	-0.214667204194141	0.155414485505754	0.0489803351536006	-0.137176961719578	0.10901368978142	0.411691405595196	0.206894593011869	1	-0.156055771813822	0.140778343135469	0.137177920549236	0.29263989178034	0.034093917962638	0.261624106556881	-0.194644663986648	-0.0857197759189467	-0.0278096203280978	0.216598907668473	0.333873142826888	0.104479445770086	0.099181239981888	-0.0919811155647189	0.112484919375334	0.136673104495596	-0.0150033388683941	-0.263468742699747	0.160799522777543	-0.120487012054656	-0.362794899761415	-0.114505698760394	0.0310605519583768	0.069157527054805	0.119631698176987	-0.0175257571831025	-0.0549551525703397	-0.0932249026135639	-0.104253913394092	-0.2276647314006	-0.0750281398837511	-0.104597661929827	-0.246863469206091	-0.0132885944945554	-0.0393806555759616	-0.165443608685813	-0.0710644989872931	0.146006678772346	0.0682073749276979	0.0467259604983752	-0.167325900190808	-0.196634163870254	0.113842364925068	0.436940363508152	-0.0226457765111142	0.216404223802126	0.0341397319510809	-0.0760600087242648	0.0178301697744145	0.0762582890829099	-0.0163161111696208	0.234277585826823	-0.0746990129283793	-0.0366200464709209	0.024179709972445	-0.121232016130961	-0.179865173520145	0.000929887516355566	0.0991690660237601	0.0141404780159084	-0.0890907010154137	-0.0683066650349588
g__Christensenella	0.0426321334873461	0.0381656677930438	-0.0041011828791509	-0.117345124789451	-0.14153796675187	-0.162672159255392	0.539966421974385	-0.212725423941491	0.149067314639076	0.567461275047077	-0.363730990036981	0.0382361825800203	0.246535282923507	0.0330511315639438	0.207452733911345	-0.0896664805698012	0.456902427111668	-0.156055771813822	1	-0.190783074223217	0.312396524633624	0.22164444018018	-0.12022943432198	-0.0784671232824302	0.165814825026229	-0.152639575144689	-0.082877309566004	0.0671534801195732	-0.201587452078353	-0.0942071212304107	-0.229413724697954	-0.148952165000165	-0.213210123504965	-0.258770837360326	0.307375392588907	0.263154949157463	-0.343976844314683	-0.0600790663885784	-0.0571802863996626	-0.363559872149821	0.286227426544553	-0.127746986779812	-0.230251060667566	0.325284386682213	0.0811443644949579	0.033382588328266	0.151573147491805	0.0255856243685876	-0.165113032712193	-0.227715326825257	-0.346255924155193	-0.149072654629935	-0.288574367423173	0.296416624665095	-0.239673464437804	0.229870083131429	0.0358523463319628	0.465897419103728	0.0124264313542136	0.0266512038370057	0.137447869553378	-0.13812750219991	0.208003353163608	-0.179930203897824	0.169495292834681	0.131225381577337	0.321934188023287	0.230123294163542	-0.180018524416561	-0.125000718005705	-0.183948122192296	-0.11735740690308	0.00553346835971053	0.110381310874802	-0.00586815440021127	0.112489936138464	-0.0723750447471029	-0.389420959877127	-0.133124082548477	-0.114039333219506
g__Clostridium	0.251077217734403	-0.0769462030840823	-0.18611059819168	-0.0374445265829846	-0.240954237478723	0.108330814806791	-0.238185300900562	-0.053978333119293	0.0249932920232764	-0.242582486282491	0.0719203879562805	0.0278276784839083	-0.215456301459489	0.0877682124673634	0.167612217801347	0.202947538990487	-0.0528698814732597	0.140778343135469	-0.190783074223217	1	0.20796201618855	0.042500323554685	0.415839005718832	-0.0188011650990649	0.0335808774058593	0.0504028965994632	0.367061802912088	-0.0553971537322861	0.157243818141957	-0.185035072974673	-0.0620150765289568	-0.183618257326799	0.0276730969670634	0.195447813150529	-0.12320636738618	-0.153256556148405	0.420665819005072	-0.354004950515053	0.122993534293187	-0.410479053997095	0.0882130050863525	-0.196350554754612	0.0756498387046209	-0.227859148290466	-0.191943811686759	0.108363666324406	0.182898152502198	0.259669393287512	0.452926671225487	0.190735867977728	-0.150525426203881	0.345944092697852	0.115624662049147	-0.392010699392617	0.149655421933175	-0.0386146217695812	0.250297334792478	-0.235655380398906	-0.28639065002148	-0.389723750100219	-0.324034841257344	0.0728946228385523	0.2056409538423	0.0244265215992775	0.00675941450963908	0.114158384171548	-0.100063468898776	0.0132052216591651	0.0710168681998841	0.213894010615472	-0.0746385730943771	0.296268998101933	-0.066110148977917	-0.0647268764516199	0.0582731931595072	-0.440560115788643	-0.105794666145372	-0.0613540888411622	0.253765416317716	0.190601288627935
g__Collinsella	0.279923565781883	-0.0724323371769404	-0.0554330482264879	-0.0950015633854141	-0.339979087853594	-0.209984899768948	0.00875293420584222	-0.0626289498463428	0.30269505902719	0.16989298901725	-0.0735773574740224	0.19949042494321	0.209908551718036	0.184836464253298	0.019446755865129	0.126003155657845	0.416308395653503	0.137177920549236	0.312396524633624	0.20796201618855	1	0.375215695579243	-0.236721655171807	0.0008149316040253	0.072302994305677	-0.130684806614154	-0.173464252807136	0.127712660510124	-0.236288034968281	-0.215994010632466	-0.283362304085669	-0.443890057576363	-0.215525760009341	-0.461226933737736	-0.188290898662097	0.0369561727981672	0.189480069427059	-0.361282503761809	-0.277935499853884	-0.262875023918072	0.0724520575605352	-0.00834029424508183	-0.2031467327763	0.0988157437619843	0.28460730025447	-0.00342391734045782	-0.153550015337669	0.337984222190466	0.291159757357029	-0.336364380597278	-0.0441256875869848	-0.0551353066663832	0.044185630470131	0.0669479710609146	-0.299078083950338	0.119858584600807	0.298371130951017	0.00793697834806776	-0.172300436444686	-0.195818742572674	0.263068068790042	0.124568355751368	0.532711203332856	-0.0603053954915177	-0.0146855079768278	-0.290323410695049	0.444403776978662	0.247688402272677	-0.112678857134315	0.157150306096936	-0.00810056967279682	-0.249579307057351	0.139652483042983	-0.0251784750279788	-0.288963906810225	0.112115006334382	-0.0672433520392835	-0.152991863334521	-0.353466500696538	-0.346765944141172
g__Coprococcus	0.0534129076925632	-0.253666042607382	-0.0467217011638583	-0.365935767348801	0.00770720397325659	0.164010266708347	0.168540583374714	-0.112913843826367	0.449021680327452	0.337932231812754	-0.431012591035395	0.145044698656723	0.0898460727097568	0.306745420812651	0.562917981770707	0.167939059832178	0.409364508774792	0.29263989178034	0.22164444018018	0.042500323554685	0.375215695579243	1	-0.0901353162675231	-0.0354440933415736	-0.276359014679792	0.0538575739011163	-0.233736545130582	0.283009827676025	0.0482522355432526	-0.169755544245441	0.165135275823497	-0.17670199303439	0.313828990999201	-0.286332019929819	-0.0195121047811072	-0.103566876370336	0.0533485797346821	-0.194204312583813	-0.533641359095181	-0.12293935768972	0.195072890217845	-0.358038958308454	0.135224129056802	0.285727089920725	-0.0744911207077207	-0.0836434291445674	-0.276974672030044	0.0877165969247851	-0.00870646265243079	-0.350188406508197	-0.55020365750578	-0.0964550567138401	0.0850563129892648	0.131430232366874	-0.147171364344341	0.569441534632914	0.0197539031633753	0.353278352407515	-0.125706160755983	-0.140321110916637	0.434543081650788	0.178241026255321	0.100815127102648	-0.0936577861718239	-0.219145883240228	-0.38486661382182	0.530617921146707	0.0640583282033743	0.0329300362652955	-0.0174915759221768	-0.352939468388378	-0.541025870787028	-0.00219226228395476	-0.361737234673309	-0.404731820554617	0.178499452012885	0.139914488584117	-0.257664670755777	-0.544534707862177	-0.355734996569529
g__Corynebacterium	-0.0661082338791847	0.200419095887665	-0.195327452933676	0.248084427352688	-0.136343290622215	0.246704701144977	0.00344084467491616	-0.0927048744158197	0.137530043220221	-0.150224250982478	0.395448448091615	-0.418236147806276	-0.185460318778955	-0.195673828184714	0.224900553189155	-0.0805368833635083	-0.264424987064677	0.034093917962638	-0.12022943432198	0.415839005718832	-0.236721655171807	-0.0901353162675231	1	-0.15712943014803	0.0990807716309259	-0.107288425778157	0.306575617441627	0.159391531899046	0.149611631936334	-0.117728532420788	0.125446600060446	0.349490900605528	0.231934782812734	0.465955393388884	0.223551067990974	-0.0971845111880834	0.0473796875919478	-0.153260915145352	0.274517488157383	-0.330627880627879	0.0659805665239691	-0.0474281412511529	0.138708018865341	-0.167536825751001	-0.402574695058186	0.00816561097203625	0.172366570400702	-0.304104494533268	-0.0885303893539377	0.241636572530979	-0.128427337869213	0.415260539376808	-0.192229566105661	-0.382103315777611	0.203100167162295	0.0556302293674784	-0.236860335174914	0.0791372467158592	-0.197499863731601	-0.254442546076122	-0.430180591238582	-0.0286205283691473	-0.074268275530177	-0.0363361830232936	0.14610977054801	0.129791513899448	0.0272066139954991	-0.0485324327503066	0.112527518016528	-0.016107687948788	0.176668911883762	0.220209835687632	-0.11359233002387	0.149875254025533	0.29942154610915	-0.564247743104371	-0.00391506602056686	0.0298736938228379	0.410118975703849	0.528311821502653
g__Cronobacter	-0.0133824216165027	0.0790309924646464	-0.0896781279177306	-0.305042339345466	0.234075635618327	-0.120396747119902	-0.296099186197107	0.036267566449442	-0.234777688906482	0.115660471231165	-0.231609979403402	0.145528601427069	0.0610687399885635	-0.230079523096557	-0.131509950413048	-0.0520163701452007	-0.0306999155829563	0.261624106556881	-0.0784671232824302	-0.0188011650990649	0.0008149316040253	-0.0354440933415736	-0.15712943014803	1	-0.207456027903087	-0.128168097603914	-0.152299446440106	-0.152729503162767	0.0547906200370777	0.302665309319906	0.299007328704363	-0.0213172231162363	0.160592694159129	0.236927366587396	-0.0637386461388398	-0.304264726948487	0.146817902086693	-0.0544673132914188	-0.270692242034661	0.218815605398413	-0.154043260995771	0.224976765994057	0.261761933899547	-0.0229896945386739	0.182491302170321	0.0567292348111262	-0.0266048785874098	0.0575280982143978	0.020087729363044	-0.075473686982377	0.0047067333792236	0.00394467515540595	0.198511978354236	0.0304246571299704	-0.247143005290524	-0.266526772901764	0.170565941272884	-0.0369167637212886	-0.0683905269226198	0.0510403411630397	-0.0225699070126044	0.34873800692917	0.107512011455516	0.130242914120471	0.0919774503431668	-0.0950651922227909	0.054485138178521	-0.377804042115896	-0.171860172867562	0.465910533888337	0.0321288617292265	0.135044480812776	-0.0406697255365524	-0.149346377962941	-0.188282445231557	0.048500211103292	-0.156798539555505	0.309270675806186	0.155349006510477	-0.137029669408464
g__Delftia	0.18089684894697	0.485796887855735	-0.126696680999788	0.363488473973676	-0.275762649795524	0.132069556532262	0.146724629402272	-0.00625579379976688	-0.139972042746384	-0.0497649359559077	0.268286943116713	-0.193528813366957	0.224372987641518	-0.0460118008860523	-0.102207214488579	-0.000101293866655078	-0.0889337264198642	-0.194644663986648	0.165814825026229	0.0335808774058593	0.072302994305677	-0.276359014679792	0.0990807716309259	-0.207456027903087	1	0.058624785228542	-0.0390020048396833	0.0436815431257432	0.0395705417825878	-0.145780455721488	-0.230977339901214	0.0365817603494131	-0.173613228197443	0.134348978697527	0.056527460208642	0.149523219310419	-0.182448366980702	0.12836646551552	0.258167245670544	-0.495699145564939	-0.0741914054689136	0.300508032719701	-0.304410842149077	-0.169379394504818	0.149294226674763	-0.159787144955814	0.300174684991307	-0.145257759628259	0.0423840592226609	0.176753940744263	0.158566006404119	0.0818548842518856	0.0946083866158916	-0.18065185377251	-0.00133264206118049	-0.290247905478592	0.0348232911365793	-0.00315956662015022	-0.192871752931109	-0.170244432986789	-0.0884347540267306	-0.201403465546726	0.0906717207764619	-0.321893249335151	0.37287522345965	0.251620792959836	-0.206167592565978	0.310971433239206	-0.152826494517846	-0.184136117564016	0.123259931824551	0.2835946435178	-0.0573624402198365	0.669532197049979	0.31870738763386	0.0647524368702455	-0.176551829908866	-0.36828954427919	0.353112832645019	0.327656456367989
g__Desulfovibrio	0.0172399552754913	-0.0655666724155236	0.0159113022169217	-0.0742981974307423	-0.217685774393219	0.128287460555609	-0.156774855435371	0.17021585110781	0.099503251561025	-0.270677561957749	0.163585718820623	0.17651749466321	0.117795256558309	0.0786716184984598	-0.0934738466911722	-0.0321914351856083	-0.363704009768067	-0.0857197759189467	-0.152639575144689	0.0504028965994632	-0.130684806614154	0.0538575739011163	-0.107288425778157	-0.128168097603914	0.058624785228542	1	-0.182364735478885	-0.149624405262623	-0.17109501395751	-0.142313053169384	0.445844910319947	0.202770696602348	0.34862756892119	0.0913865435072505	-0.117306864962429	-0.0422359944021974	-0.148484862220082	-0.0675660827545189	0.142322582205544	0.0595473552503995	-0.236869910909945	-0.142656011020541	0.473292886395075	-0.305491386488565	0.189372548053653	-0.254767220720327	-0.106282669030002	0.213617748821187	0.514728385880676	0.298434633215918	0.251099873194902	-0.166329972650105	0.198182914965288	-0.03677773771641	-0.0202888972219949	-0.144421811041238	0.255143092727367	0.0134619897615471	-0.151781140437208	-0.0242812813962911	0.145331617898076	-0.00701665446503439	-0.225904305543683	0.356133500675112	-0.224045869895075	-0.15562882960277	-0.101736091182894	0.0729570097263296	-0.239035624716795	-0.120428496757831	0.128526383245762	-0.101520328936553	-0.162535161891545	0.163759829829128	0.118016014785726	0.0852182017405046	-0.137916850800146	-0.0413145581905317	-0.0895392926095972	-0.111550270786499
g__Dialister	-0.0673072258103131	-0.0576253300953361	-0.000244337781020419	0.201860709705271	-0.165335960402836	0.0603878680730545	-0.275184920277328	0.156642950667156	0.0851928250337189	-0.267108383888727	0.0559603495906175	0.0299811866029443	-0.018814776971749	-0.149826688245433	0.15789230525293	0.362662761541689	-0.251966710389861	-0.0278096203280978	-0.082877309566004	0.367061802912088	-0.173464252807136	-0.233736545130582	0.306575617441627	-0.152299446440106	-0.0390020048396833	-0.182364735478885	1	0.179903535915229	0.107175373079764	-0.194269519231981	-0.157800643565635	0.212314229474328	-0.142563470491744	0.0516624324733079	0.255244463549579	0.15965513971419	-0.174837897524391	-0.0603135573915646	0.153449463602362	-0.177684840835099	0.0964620100896013	-0.233602342875457	-0.170359938356204	0.216430093170423	-0.229304863928237	0.299169333888216	0.173028426240964	-0.115860623977782	-0.0602604632218297	0.0463264275737077	0.0667249831861191	0.297151818500448	0.0399372450858644	-0.260660209236572	0.0431204383073392	0.275575141365212	-0.0572345338705316	-0.378837205145753	-0.126247249110376	0.262769066362946	-0.438721168657885	-0.37423671349231	-0.0810230291221607	-0.0756276804893065	0.13560615156743	0.310819135575303	0.151592189097959	0.0619575910895139	0.449625098923867	-0.0718672520606336	0.0317675445092071	0.352703038915203	-0.00622402366361508	-0.0261057512901832	0.0986418218449456	-0.346431808260793	0.202054166180001	0.148288533726539	0.2828880299387	0.310797363956217
g__Dorea	0.00997996644780566	0.119593875138236	0.0465367699098871	-0.000379057141358447	-0.0523871811494916	0.11645323621643	0.112977491858216	-0.245677894012823	-0.0746197887880247	0.14959892134628	-0.109812735445973	0.0221749976277922	0.167498286293186	0.101153348863278	0.645854250547286	0.334624556439114	0.0236040774312957	0.216598907668473	0.0671534801195732	-0.0553971537322861	0.127712660510124	0.283009827676025	0.159391531899046	-0.152729503162767	0.0436815431257432	-0.149624405262623	0.179903535915229	1	0.395262709166514	0.144560715198759	-0.0497393959777847	-0.0868466159536865	0.0132339356346555	-0.257252180508803	0.44153024140282	0.121342361679745	-0.274034185761158	-0.0805499437872569	-0.275996827910981	-0.275917270980821	0.343003369047979	-0.0358570368313801	-0.341306729782119	0.304177617005419	-0.379339094778297	0.000996278463753826	0.0665589043791912	-0.334074460180111	-0.316935062626066	-0.22545977846454	-0.238866399684048	0.071077789030844	-0.213908425896826	0.0565327611949537	-0.0456729751718297	0.581215627894567	0.00486357672333966	0.131471745332792	-0.0113813973912322	-0.180932776625436	0.271422445858136	0.0667131623835741	0.0305679648208711	-0.24021155066021	-0.0288466371863777	0.121582845698792	0.237318047399657	0.159820841856415	0.169529338697783	-0.184297595463703	-0.12251782710163	-0.310888049023532	-0.188064757193974	0.0115776840838589	-0.114672414704284	-0.262400966105529	-0.0884009572962646	-0.18586147275836	-0.204731027594577	0.0808415048908314
